pts,frame_type,source,confidence,cx,cy,w,h
0,I,DET,0.92,3.90915,4.431,3.0092999999999996,5.087599999999999
512,B,PROP,0.92,3.9237333333333333,4.422796875,3.0092999999999996,5.087599999999999
1024,B,PROP,0.92,3.9026685185185186,4.419151041666667,3.0092999999999996,5.087599999999999
1536,P,PROP,0.92,3.8718814814814815,4.4136822916666665,3.0092999999999996,5.087599999999999
2048,B,PROP,0.92,3.8427148148148147,4.410947916666666,3.0092999999999996,5.087599999999999
2560,B,PROP,0.92,3.8232703703703703,4.415505208333333,3.0092999999999996,5.087599999999999
3072,P,PROP,0.92,3.8119277777777776,4.415505208333333,3.0092999999999996,5.087599999999999
3584,B,PROP,0.92,3.813548148148148,4.408213541666667,3.0092999999999996,5.087599999999999
4096,B,PROP,0.92,3.844335185185185,4.408213541666667,3.0092999999999996,5.087599999999999
4608,P,PROP,0.92,3.8329925925925923,4.405479166666667,3.0092999999999996,5.087599999999999
5120,B,PROP,0.92,3.818409259259259,4.43646875,3.0092999999999996,5.087599999999999
5632,B,PROP,0.92,3.8265111111111105,4.439203125000001,3.0092999999999996,5.087599999999999
6144,P,PROP,0.92,3.820029629629629,4.44740625,3.0092999999999996,5.087599999999999
6656,B,PROP,0.92,3.813548148148148,4.4419375,3.0092999999999996,5.087599999999999
7168,B,PROP,0.92,3.8038259259259255,4.4410260416666665,3.0092999999999996,5.087599999999999
7680,P,PROP,0.92,3.8038259259259255,4.4419375,3.0092999999999996,5.087599999999999
8192,B,PROP,0.92,3.7211870370370366,4.42553125,3.0092999999999996,5.087599999999999
8704,B,PROP,0.92,3.6612333333333327,4.420973958333333,3.0092999999999996,5.087599999999999
9216,P,PROP,0.92,3.709844444444444,4.424619791666666,3.0092999999999996,5.087599999999999
9728,B,PROP,0.92,3.9188722222222214,4.424619791666666,3.0092999999999996,5.087599999999999
10240,B,PROP,0.92,4.056603703703703,4.42553125,3.0092999999999996,5.087599999999999
10752,P,PROP,0.92,4.204057407407407,4.423708333333333,3.0092999999999996,5.087599999999999
11264,B,PROP,0.92,4.302899999999999,4.420973958333333,3.0092999999999996,5.087599999999999
11776,B,PROP,0.92,4.353131481481481,4.411859375,3.0092999999999996,5.087599999999999
12288,P,PROP,0.92,4.370955555555555,4.406390624999999,3.0092999999999996,5.087599999999999
12800,B,PROP,0.92,4.3741962962962955,4.403656249999999,3.0092999999999996,5.087599999999999
13312,B,PROP,0.92,4.357992592592592,4.402744791666666,3.0092999999999996,5.087599999999999
13824,P,PROP,0.92,4.3369277777777775,4.400010416666666,3.0092999999999996,5.087599999999999
14336,B,PROP,0.92,4.335307407407407,4.395453124999999,3.0092999999999996,5.087599999999999
14848,B,PROP,0.92,4.30614074074074,4.394541666666665,3.0092999999999996,5.087599999999999
15360,I,DET,0.92,3.47025,4.470549999999999,3.4601,5.0029
15872,B,PROP,0.92,3.588537037037037,4.471461458333333,3.4601,5.0029
16384,B,PROP,0.92,3.6825185185185187,4.471461458333333,3.4601,5.0029
16896,P,PROP,0.92,3.7700185185185187,4.470549999999999,3.4601,5.0029
17408,B,PROP,0.92,3.797564814814815,4.471461458333333,3.4601,5.0029
17920,B,PROP,0.92,3.8283518518518522,4.471461458333333,3.4601,5.0029
18432,P,PROP,0.92,3.813768518518519,4.469638541666666,3.4601,5.0029
18944,B,PROP,0.92,3.813768518518519,4.4596124999999995,3.4601,5.0029
19456,B,PROP,0.92,3.8170092592592595,4.463258333333333,3.4601,5.0029
19968,P,PROP,0.92,3.82025,4.4641697916666665,3.4601,5.0029
20480,B,PROP,0.92,3.797564814814815,4.469638541666667,3.4601,5.0029
20992,B,PROP,0.92,3.7343703703703706,4.47055,3.4601,5.0029
21504,P,PROP,0.92,3.7084444444444444,4.471461458333334,3.4601,5.0029
22016,B,PROP,0.92,3.718166666666667,4.457789583333334,3.4601,5.0029
22528,B,PROP,0.92,3.735990740740741,4.463258333333334,3.4601,5.0029
23040,P,PROP,0.92,3.7570555555555556,4.437737500000001,3.4601,5.0029
23552,B,PROP,0.92,3.7748796296296296,4.415862500000001,3.4601,5.0029
24064,B,PROP,0.92,3.784601851851852,4.399456250000001,3.4601,5.0029
24576,P,PROP,0.92,3.784601851851852,4.391253125000001,3.4601,5.0029
25088,B,PROP,0.92,3.7878425925925927,4.381227083333335,3.4601,5.0029
25600,B,PROP,0.92,3.7732592592592593,4.3757583333333345,3.4601,5.0029
26112,P,PROP,0.92,3.753814814814815,4.377581250000001,3.4601,5.0029
26624,B,PROP,0.92,3.723027777777778,4.3803156250000015,3.4601,5.0029
27136,B,PROP,0.92,3.6695555555555557,4.413128125000002,3.4601,5.0029
27648,P,PROP,0.92,3.624185185185185,4.467815625000002,3.4601,5.0029
28160,B,PROP,0.92,3.5723333333333334,4.4942479166666685,3.4601,5.0029
28672,B,PROP,0.92,3.4977962962962965,4.49855,3.4601,5.0029
29184,P,PROP,0.92,3.452425925925926,4.49855,3.4601,5.0029
29696,B,PROP,0.92,3.400574074074074,4.49855,3.4601,5.0029
30208,B,PROP,0.92,3.3633055555555558,4.49855,3.4601,5.0029
30720,I,DET,0.92,3.62705,4.166399999999999,2.4815000000000005,4.06
31232,B,PROP,0.92,3.601124074074074,4.214707291666666,2.4815000000000005,4.06
31744,B,PROP,0.92,3.588161111111111,4.258457291666666,2.4815000000000005,4.06
32256,P,PROP,0.92,3.5833,4.262103124999999,2.4815000000000005,4.06
32768,B,PROP,0.92,3.5833,4.245696874999999,2.4815000000000005,4.06
33280,B,PROP,0.92,3.5816796296296296,4.249342708333333,2.4815000000000005,4.06
33792,P,PROP,0.92,3.5865407407407406,4.233847916666666,2.4815000000000005,4.06
34304,B,PROP,0.92,3.5816796296296296,4.220176041666666,2.4815000000000005,4.06
34816,B,PROP,0.92,3.567096296296296,4.203769791666666,2.4815000000000005,4.06
35328,P,PROP,0.92,3.547651851851852,4.2028583333333325,2.4815000000000005,4.06
35840,B,PROP,0.92,3.531448148148148,4.201946874999999,2.4815000000000005,4.06
36352,B,PROP,0.92,3.5217259259259257,4.221998958333333,2.4815000000000005,4.06
36864,P,PROP,0.92,3.5217259259259257,4.252077083333333,2.4815000000000005,4.06
37376,B,PROP,0.92,3.5071425925925923,4.271217708333333,2.4815000000000005,4.06
37888,B,PROP,0.92,3.4941796296296292,4.283978125,2.4815000000000005,4.06
38400,P,PROP,0.92,3.479596296296296,4.293092708333333,2.4815000000000005,4.06
38912,B,PROP,0.92,3.4520499999999994,4.318613541666666,2.4815000000000005,4.06
39424,B,PROP,0.92,3.4164018518518513,4.3532489583333325,2.4815000000000005,4.06
39936,P,PROP,0.92,3.388855555555555,4.393353124999999,2.4815000000000005,4.06
40448,B,PROP,0.92,3.375892592592592,4.440748958333333,2.4815000000000005,4.06
40960,B,PROP,0.92,3.371031481481481,4.479030208333333,2.4815000000000005,4.06
41472,P,PROP,0.92,3.371031481481481,4.500905208333332,2.4815000000000005,4.06
41984,B,PROP,0.92,3.371031481481481,4.502728124999999,2.4815000000000005,4.06
42496,B,PROP,0.92,3.371031481481481,4.502728124999999,2.4815000000000005,4.06
43008,P,PROP,0.92,3.371031481481481,4.496347916666665,2.4815000000000005,4.06
43520,B,PROP,0.92,3.385614814814814,4.488144791666666,2.4815000000000005,4.06
44032,B,PROP,0.92,3.379133333333333,4.479941666666666,2.4815000000000005,4.06
44544,P,PROP,0.92,3.419642592592592,4.469915625,2.4815000000000005,4.06
45056,B,PROP,0.92,3.445568518518518,4.459889583333333,2.4815000000000005,4.06
45568,B,PROP,0.92,3.440707407407407,4.454420833333333,2.4815000000000005,4.06
46080,I,DET,0.92,3.8388,3.8758999999999997,1.8424000000000003,3.1639999999999997
46592,B,PROP,0.92,3.764262962962963,3.8895718749999997,1.8424000000000003,3.1639999999999997
47104,B,PROP,0.92,3.739957407407408,3.9114468749999998,1.8424000000000003,3.1639999999999997
47616,P,PROP,0.92,3.718892592592593,3.9223843749999996,1.8424000000000003,3.1639999999999997
48128,B,PROP,0.92,3.7043092592592597,3.935144791666666,1.8424000000000003,3.1639999999999997
48640,B,PROP,0.92,3.692966666666667,3.959754166666666,1.8424000000000003,3.1639999999999997
49152,P,PROP,0.92,3.6832444444444445,3.978894791666666,1.8424000000000003,3.1639999999999997
49664,B,PROP,0.92,3.6832444444444445,4.001681249999999,1.8424000000000003,3.1639999999999997
50176,B,PROP,0.92,3.6783833333333336,4.035405208333333,1.8424000000000003,3.1639999999999997
50688,P,PROP,0.92,3.6735222222222226,4.059103124999999,1.8424000000000003,3.1639999999999997
51200,B,PROP,0.92,3.670281481481482,4.076420833333333,1.8424000000000003,3.1639999999999997
51712,B,PROP,0.92,3.670281481481482,4.092827083333333,1.8424000000000003,3.1639999999999997
52224,P,PROP,0.92,3.670281481481482,4.101941666666666,1.8424000000000003,3.1639999999999997
52736,B,PROP,0.92,3.670281481481482,4.107410416666666,1.8424000000000003,3.1639999999999997
53248,B,PROP,0.92,3.6767629629629632,4.1055874999999995,1.8424000000000003,3.1639999999999997
53760,P,PROP,0.92,3.681624074074074,4.1466031249999995,1.8424000000000003,3.1639999999999997
54272,B,PROP,0.92,3.6832444444444445,4.102853124999999,1.8424000000000003,3.1639999999999997
54784,B,PROP,0.92,3.684864814814815,4.080978125,1.8424000000000003,3.1639999999999997
55296,P,PROP,0.92,3.689725925925926,4.0691291666666665,1.8424000000000003,3.1639999999999997
55808,B,PROP,0.92,3.6832444444444445,4.06730625,1.8424000000000003,3.1639999999999997
56320,B,PROP,0.92,3.684864814814815,4.080066666666666,1.8424000000000003,3.1639999999999997
56832,P,PROP,0.92,3.6767629629629632,4.09465,1.8424000000000003,3.1639999999999997
57344,B,PROP,0.92,3.675142592592593,4.102853124999999,1.8424000000000003,3.1639999999999997
57856,B,PROP,0.92,3.675142592592593,4.108321875,1.8424000000000003,3.1639999999999997
58368,P,PROP,0.92,3.675142592592593,4.118347916666666,1.8424000000000003,3.1639999999999997
58880,B,PROP,0.92,3.680003703703704,4.131108333333333,1.8424000000000003,3.1639999999999997
59392,B,PROP,0.92,3.6832444444444445,4.145691666666666,1.8424000000000003,3.1639999999999997
59904,P,PROP,0.92,3.6945870370370373,4.184884374999999,1.8424000000000003,3.1639999999999997
60416,B,PROP,0.92,3.7124111111111113,4.208582291666666,1.8424000000000003,3.1639999999999997
60928,B,PROP,0.92,3.723753703703704,4.218608333333332,1.8424000000000003,3.1639999999999997
61440,I,DET,0.92,3.9305,3.51505,1.3747999999999998,2.4101
61952,B,PROP,0.92,3.943462962962963,3.511404166666667,1.3747999999999998,2.4101
62464,B,PROP,0.92,3.9499444444444443,3.5086697916666667,1.3747999999999998,2.4101
62976,P,PROP,0.92,3.9386018518518515,3.5086697916666667,1.3747999999999998,2.4101
63488,B,PROP,0.92,3.9337407407407405,3.5059354166666665,1.3747999999999998,2.4101
64000,B,PROP,0.92,3.9305,3.5032010416666663,1.3747999999999998,2.4101
64512,P,PROP,0.92,3.9288796296296296,3.494086458333333,1.3747999999999998,2.4101
65024,B,PROP,0.92,3.9288796296296296,3.485883333333333,1.3747999999999998,2.4101
65536,B,PROP,0.92,3.9240185185185186,3.486794791666666,1.3747999999999998,2.4101
66048,P,PROP,0.92,3.9240185185185186,3.4986437499999994,1.3747999999999998,2.4101
66560,B,PROP,0.92,3.925638888888889,3.500466666666666,1.3747999999999998,2.4101
67072,B,PROP,0.92,3.9353611111111113,3.5041124999999993,1.3747999999999998,2.4101
67584,P,PROP,0.92,3.9483240740740744,3.513227083333333,1.3747999999999998,2.4101
68096,B,PROP,0.92,3.958046296296297,3.526898958333333,1.3747999999999998,2.4101
68608,B,PROP,0.92,3.975870370370371,3.540570833333333,1.3747999999999998,2.4101
69120,P,PROP,0.92,3.998555555555556,3.544216666666666,1.3747999999999998,2.4101
69632,B,PROP,0.92,4.008277777777778,3.5597114583333327,1.3747999999999998,2.4101
70144,B,PROP,0.92,4.0212407407407404,3.5861437499999993,1.3747999999999998,2.4101
70656,P,PROP,0.92,4.030962962962962,3.5998156249999993,1.3747999999999998,2.4101
71168,B,PROP,0.92,4.042305555555555,3.609841666666666,1.3747999999999998,2.4101
71680,B,PROP,0.92,4.050407407407407,3.617133333333333,1.3747999999999998,2.4101
72192,P,PROP,0.92,4.071472222222222,3.623513541666666,1.3747999999999998,2.4101
72704,B,PROP,0.92,4.097398148148148,3.630805208333333,1.3747999999999998,2.4101
73216,B,PROP,0.92,4.1119814814814815,3.6298937499999995,1.3747999999999998,2.4101
73728,P,PROP,0.92,4.1119814814814815,3.628982291666666,1.3747999999999998,2.4101
74240,B,PROP,0.92,4.1119814814814815,3.6280708333333327,1.3747999999999998,2.4101
74752,B,PROP,0.92,4.108740740740741,3.6280708333333327,1.3747999999999998,2.4101
75264,P,PROP,0.92,4.094157407407407,3.628982291666666,1.3747999999999998,2.4101
75776,B,PROP,0.92,4.086055555555555,3.628982291666666,1.3747999999999998,2.4101
76288,B,PROP,0.92,4.076333333333333,3.632628124999999,1.3747999999999998,2.4101
76800,I,DET,0.92,3.7863,3.3915,1.0738000000000003,2.1182000000000003
77312,B,PROP,0.92,3.7749574074074075,3.3951458333333333,1.0738000000000003,2.1182000000000003
77824,B,PROP,0.92,3.7636148148148147,3.3951458333333333,1.0738000000000003,2.1182000000000003
78336,P,PROP,0.92,3.7490314814814814,3.3960572916666667,1.0738000000000003,2.1182000000000003
78848,B,PROP,0.92,3.711762962962963,3.39696875,1.0738000000000003,2.1182000000000003
79360,B,PROP,0.92,3.6696333333333335,3.39696875,1.0738000000000003,2.1182000000000003
79872,P,PROP,0.92,3.6404666666666667,3.394234375,1.0738000000000003,2.1182000000000003
80384,B,PROP,0.92,3.632364814814815,3.383296875,1.0738000000000003,2.1182000000000003
80896,B,PROP,0.92,3.6113000000000004,3.3687135416666667,1.0738000000000003,2.1182000000000003
81408,P,PROP,0.92,3.6113000000000004,3.359598958333333,1.0738000000000003,2.1182000000000003
81920,B,PROP,0.92,3.6031981481481488,3.3541302083333333,1.0738000000000003,2.1182000000000003
82432,B,PROP,0.92,3.574031481481482,3.351395833333333,1.0738000000000003,2.1182000000000003
82944,P,PROP,0.92,3.5367629629629636,3.339546875,1.0738000000000003,2.1182000000000003
83456,B,PROP,0.92,3.499494444444445,3.335901041666667,1.0738000000000003,2.1182000000000003
83968,B,PROP,0.92,3.458985185185186,3.328609375,1.0738000000000003,2.1182000000000003
84480,P,PROP,0.92,3.4200962962962973,3.324963541666667,1.0738000000000003,2.1182000000000003
84992,B,PROP,0.92,3.384448148148149,3.327697916666667,1.0738000000000003,2.1182000000000003
85504,B,PROP,0.92,3.384448148148149,3.3222291666666672,1.0738000000000003,2.1182000000000003
86016,P,PROP,0.92,3.366624074074075,3.314026041666667,1.0738000000000003,2.1182000000000003
86528,B,PROP,0.92,3.3763462962962976,3.3085572916666672,1.0738000000000003,2.1182000000000003
87040,B,PROP,0.92,3.3925500000000013,3.305822916666667,1.0738000000000003,2.1182000000000003
87552,P,PROP,0.92,3.426577777777779,3.305822916666667,1.0738000000000003,2.1182000000000003
88064,B,PROP,0.92,3.457364814814816,3.3185833333333337,1.0738000000000003,2.1182000000000003
88576,B,PROP,0.92,3.4930129629629643,3.330432291666667,1.0738000000000003,2.1182000000000003
89088,P,PROP,0.92,3.5108370370370383,3.3176718750000003,1.0738000000000003,2.1182000000000003
89600,B,PROP,0.92,3.522179629629631,3.3149375,1.0738000000000003,2.1182000000000003
90112,B,PROP,0.92,3.5302814814814827,3.3149375,1.0738000000000003,2.1182000000000003
90624,P,PROP,0.92,3.531901851851853,3.3149375,1.0738000000000003,2.1182000000000003
91136,B,PROP,0.92,3.5335222222222233,3.3176718750000003,1.0738000000000003,2.1182000000000003
91648,B,PROP,0.92,3.5351425925925937,3.3204062500000004,1.0738000000000003,2.1182000000000003
92160,I,DET,0.92,4.04145,3.4681499999999996,1.3320999999999998,2.2994999999999997
92672,B,PROP,0.92,4.039829629629629,3.463592708333333,1.3320999999999998,2.2994999999999997
93184,B,PROP,0.92,4.044690740740741,3.446275,1.3320999999999998,2.2994999999999997
93696,P,PROP,0.92,4.044690740740741,3.422577083333333,1.3320999999999998,2.2994999999999997
94208,B,PROP,0.92,4.0479314814814815,3.3979677083333333,1.3320999999999998,2.2994999999999997
94720,B,PROP,0.92,4.052792592592593,3.3770041666666666,1.3320999999999998,2.2994999999999997
95232,P,PROP,0.92,4.059274074074074,3.3660666666666668,1.3320999999999998,2.2994999999999997
95744,B,PROP,0.92,4.068996296296296,3.3615093750000002,1.3320999999999998,2.2994999999999997
96256,B,PROP,0.92,4.073857407407408,3.344191666666667,1.3320999999999998,2.2994999999999997
96768,P,PROP,0.92,4.080338888888889,3.3396343750000006,1.3320999999999998,2.2994999999999997
97280,B,PROP,0.92,4.08357962962963,3.326873958333334,1.3320999999999998,2.2994999999999997
97792,B,PROP,0.92,4.08357962962963,3.316847916666667,1.3320999999999998,2.2994999999999997
98304,P,PROP,0.92,4.0852,3.3150250000000003,1.3320999999999998,2.2994999999999997
98816,B,PROP,0.92,4.0852,3.3177593750000005,1.3320999999999998,2.2994999999999997
99328,B,PROP,0.92,4.0852,3.3204937500000007,1.3320999999999998,2.2994999999999997
99840,P,PROP,0.92,4.080338888888889,3.323228125000001,1.3320999999999998,2.2994999999999997
100352,B,PROP,0.92,4.072237037037037,3.325962500000001,1.3320999999999998,2.2994999999999997
100864,B,PROP,0.92,4.0673759259259255,3.328696875000001,1.3320999999999998,2.2994999999999997
101376,P,PROP,0.92,4.060894444444444,3.335988541666668,1.3320999999999998,2.2994999999999997
101888,B,PROP,0.92,4.062514814814815,3.3369000000000013,1.3320999999999998,2.2994999999999997
102400,B,PROP,0.92,4.060894444444444,3.342368750000001,1.3320999999999998,2.2994999999999997
