pts,frame_type,source,confidence,cx,cy,w,h
1536,P,PROP,0.92,3.1518407407407407,3.8896156249999994,1.0157,2.0852999999999997
3072,P,PROP,0.92,3.2701277777777777,3.884146874999999,1.0157,2.0852999999999997
4608,P,PROP,0.92,3.3997574074074075,3.8695635416666656,1.0157,2.0852999999999997
6144,P,PROP,0.92,3.3608685185185183,3.865917708333332,1.0157,2.0852999999999997
7680,P,PROP,0.92,3.3187388888888885,3.863183333333332,1.0157,2.0852999999999997
9216,P,PROP,0.92,3.291192592592592,3.8640947916666653,1.0157,2.0852999999999997
10752,P,PROP,0.92,3.2895722222222217,3.853157291666665,1.0157,2.0852999999999997
12288,P,PROP,0.92,3.2798499999999997,3.8449541666666653,1.0157,2.0852999999999997
13824,P,PROP,0.92,3.258785185185185,3.854068749999999,1.0157,2.0852999999999997
16896,P,PROP,0.92,2.9790703703703705,3.9405333333333328,1.3391000000000002,2.2113
18432,P,PROP,0.92,2.987172222222222,3.9642312499999997,1.3391000000000002,2.2113
19968,P,PROP,0.92,2.9904129629629628,3.960585416666666,1.3391000000000002,2.2113
21504,P,PROP,0.92,2.992033333333333,3.9305072916666663,1.3391000000000002,2.2113
23040,P,PROP,0.92,2.961246296296296,3.9077208333333324,1.3391000000000002,2.2113
24576,P,PROP,0.92,2.909394444444444,3.906809374999999,1.3391000000000002,2.2113
26112,P,PROP,0.92,2.8575425925925924,3.9295958333333325,1.3391000000000002,2.2113
27648,P,PROP,0.92,2.7959685185185186,3.947824999999999,1.3391000000000002,2.2113
29184,P,PROP,0.92,2.7765240740740746,3.946913541666666,1.3391000000000002,2.2113
32256,P,PROP,0.92,3.1938407407407405,3.9528854166666663,1.5119999999999998,2.7062
33792,P,PROP,0.92,3.2262481481481484,3.9155156249999994,1.5119999999999998,2.7062
35328,P,PROP,0.92,3.2521740740740746,3.931010416666666,1.5119999999999998,2.7062
36864,P,PROP,0.92,3.2797203703703706,3.9483281249999993,1.5119999999999998,2.7062
38400,P,PROP,0.92,3.3186092592592598,3.961999999999999,1.5119999999999998,2.7062
39936,P,PROP,0.92,3.3591185185185193,3.963822916666666,1.5119999999999998,2.7062
41472,P,PROP,0.92,3.357498148148149,3.932833333333333,1.5119999999999998,2.7062
43008,P,PROP,0.92,3.3283314814814826,3.889083333333333,1.5119999999999998,2.7062
44544,P,PROP,0.92,3.278100000000001,3.8498906249999996,1.5119999999999998,2.7062
47616,P,PROP,0.92,3.1251499999999997,4.070390625,1.8606000000000003,3.3312999999999997
49152,P,PROP,0.92,3.0895018518518516,4.091354166666666,1.8606000000000003,3.3312999999999997
50688,P,PROP,0.92,3.070057407407407,4.038489583333332,1.8606000000000003,3.3312999999999997
52224,P,PROP,0.92,3.074918518518518,4.012968749999999,1.8606000000000003,3.3312999999999997
53760,P,PROP,0.92,3.1024648148148146,3.9546354166666653,1.8606000000000003,3.3312999999999997
