# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,1826,0,0.3828,0.2422,0.5533,0.5764
1,1826,0,0.3841,0.2425,0.5502,0.5775
2,1826,0,0.3864,0.2436,0.5473,0.5772
3,1826,0,0.3891,0.2444,0.5464,0.5769
4,1826,0,0.3911,0.2448,0.5416,0.5776
5,1826,0,0.3920,0.2446,0.5381,0.5754
6,1826,0,0.3917,0.2443,0.5331,0.5745
7,1826,0,0.3921,0.2441,0.5284,0.5740
8,1826,0,0.3907,0.2432,0.5271,0.5765
9,1826,0,0.3899,0.2426,0.5237,0.5785
10,1826,0,0.3870,0.2424,0.5204,0.5794
11,1826,0,0.3851,0.2423,0.5177,0.5797
12,1826,0,0.3832,0.2419,0.5155,0.5809
13,1826,0,0.3813,0.2421,0.5155,0.5823
14,1826,0,0.3791,0.2416,0.5146,0.5816
15,1826,0,0.3770,0.2410,0.5158,0.5831
16,1826,0,0.3742,0.2408,0.5174,0.5841
17,1826,0,0.3696,0.2410,0.5203,0.5855
18,1826,0,0.3666,0.2412,0.5217,0.5892
19,1826,0,0.3624,0.2409,0.5235,0.5895
20,1826,0,0.3589,0.2405,0.5269,0.5878
21,1826,0,0.3569,0.2402,0.5289,0.5857
22,1826,0,0.3544,0.2400,0.5320,0.5870
23,1826,0,0.3516,0.2393,0.5335,0.5878
24,1826,0,0.3494,0.2383,0.5339,0.5864
25,1826,0,0.3458,0.2378,0.5352,0.5859
26,1826,0,0.3440,0.2374,0.5356,0.5883
27,1826,0,0.3416,0.2367,0.5358,0.5864
28,1826,0,0.3397,0.2372,0.5358,0.5801
29,1826,0,0.3378,0.2367,0.5340,0.5811
30,1826,0,0.3364,0.2353,0.5338,0.5835
31,1826,0,0.3349,0.2344,0.5309,0.5847
32,1826,0,0.3341,0.2334,0.5273,0.5885
33,1826,0,0.3325,0.2321,0.5238,0.5905
34,1826,0,0.3304,0.2315,0.5209,0.5912
35,1826,0,0.3288,0.2306,0.5207,0.5928
36,1826,0,0.3281,0.2300,0.5214,0.5940
37,1826,0,0.3272,0.2295,0.5228,0.5963
38,1826,0,0.3255,0.2288,0.5181,0.5985
39,1826,0,0.3257,0.2287,0.5222,0.6012
40,1826,0,0.3252,0.2279,0.5205,0.6047
41,1826,0,0.3246,0.2275,0.5177,0.6037
42,1826,0,0.3235,0.2269,0.5159,0.6055
43,1826,0,0.3234,0.2271,0.5167,0.6094
44,1826,0,0.3234,0.2272,0.5196,0.6120
45,1826,0,0.3228,0.2264,0.5219,0.6143
46,1826,0,0.3229,0.2258,0.5254,0.6179
47,1826,0,0.3236,0.2254,0.5304,0.6209
48,1826,0,0.3243,0.2240,0.5348,0.6218
49,1826,0,0.3252,0.2229,0.5394,0.6226
50,1826,0,0.3250,0.2221,0.5477,0.6236
51,1826,0,0.3250,0.2208,0.5551,0.6239
52,1826,0,0.3249,0.2189,0.5617,0.6238
53,1826,0,0.3249,0.2174,0.5678,0.6238
54,1826,0,0.3243,0.2163,0.5750,0.6236
55,1826,0,0.3240,0.2145,0.5800,0.6237
56,1826,0,0.3236,0.2132,0.5845,0.6229
57,1826,0,0.3246,0.2114,0.5881,0.6231
