# resolution: 1920,1080
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,3676,0,0.1586,0.1462,0.2643,0.8419
1,3676,0,0.1551,0.1444,0.2597,0.8426
2,3676,0,0.1510,0.1443,0.2574,0.8407
3,3676,0,0.1434,0.1458,0.2519,0.8401
4,3676,0,0.1295,0.1457,0.2524,0.8394
5,3676,0,0.1201,0.1441,0.2513,0.8389
6,3676,0,0.1149,0.1495,0.2469,0.8378
7,3676,0,0.1123,0.1520,0.2450,0.8375
8,3676,0,0.1116,0.1616,0.2434,0.8385
9,3676,0,0.1089,0.1630,0.2424,0.8386
10,3676,0,0.1064,0.1642,0.2408,0.8393
11,3676,0,0.1021,0.1645,0.2388,0.8383
12,3676,0,0.0981,0.1650,0.2323,0.8400
13,3676,0,0.0925,0.1642,0.2291,0.8407
14,3676,0,0.0867,0.1677,0.2198,0.8359
15,3676,0,0.0805,0.1685,0.2104,0.8290
16,3676,0,0.0773,0.1691,0.2035,0.8260
17,3676,0,0.0740,0.1678,0.1932,0.8235
18,3676,0,0.0699,0.1676,0.1837,0.8213
19,3676,0,0.0654,0.1673,0.1806,0.8201
20,3676,0,0.0608,0.1655,0.1795,0.8214
21,3676,0,0.0555,0.1661,0.1759,0.8244
22,3676,0,0.0493,0.1680,0.1699,0.8253
23,3676,0,0.0413,0.1676,0.1663,0.8262
24,3676,0,0.0321,0.1676,0.1638,0.8267
25,3676,0,0.0280,0.1685,0.1608,0.8269
26,3676,0,0.0228,0.1679,0.1567,0.8289
27,3676,0,0.0204,0.1676,0.1541,0.8287
28,3676,0,0.0153,0.1712,0.1512,0.8282
29,3676,0,0.0131,0.1734,0.1486,0.8294
30,3676,0,0.0105,0.1750,0.1486,0.8299
31,3676,0,0.0087,0.1752,0.1513,0.8313
32,3676,0,0.0049,0.1728,0.1514,0.8324
33,3676,0,0.0008,0.1732,0.1525,0.8327
34,3676,0,0.0000,0.1727,0.1520,0.8323
35,3676,0,0.0000,0.1715,0.1506,0.8323
36,3676,0,0.0000,0.1705,0.1488,0.8328
37,3676,0,0.0000,0.1688,0.1450,0.8324
38,3676,0,0.0000,0.1668,0.1434,0.8318
39,3676,0,0.0000,0.1664,0.1399,0.8308
40,3676,0,0.0000,0.1671,0.1421,0.8299
41,3676,0,0.0000,0.1668,0.1427,0.8302
42,3676,0,0.0000,0.1679,0.1362,0.8302
43,3676,0,0.0000,0.1688,0.1378,0.8317
44,3676,0,0.0000,0.1717,0.1375,0.8317
45,3676,0,0.0000,0.1725,0.1237,0.8312
46,3676,0,0.0000,0.1736,0.1172,0.8328
47,3676,0,0.0000,0.1740,0.1197,0.8331
48,3676,0,0.0000,0.1767,0.1152,0.8335
49,3676,0,0.0000,0.1767,0.1146,0.8337
50,3676,0,0.0000,0.1781,0.1160,0.8332
51,3676,0,0.0000,0.1744,0.1243,0.8339
52,3676,0,0.0000,0.1786,0.1307,0.8341
53,3676,0,0.0000,0.1754,0.1343,0.8342
