pts,frame_type,source,confidence,cx,cy,w,h
0,I,DET,0.92,4.555249999999999,4.46495,2.9309,5.0603
512,B,PROP,0.92,4.767518518518518,4.464038541666667,2.9309,5.0603
1024,B,PROP,0.92,4.7885833333333325,4.464038541666667,2.9309,5.0603
1536,P,PROP,0.92,4.365666666666666,4.4540125,2.9309,5.0603
2048,B,PROP,0.92,4.9068703703703695,4.440340625,2.9309,5.0603
2560,B,PROP,0.92,4.965203703703703,4.443075,2.9309,5.0603
3072,P,PROP,0.92,4.999231481481481,4.435783333333334,2.9309,5.0603
3584,B,PROP,0.92,5.104555555555556,4.427580208333334,2.9309,5.0603
4096,B,PROP,0.92,4.654092592592593,4.434871875000001,2.9309,5.0603
4608,P,PROP,0.92,4.872842592592593,4.4230229166666675,2.9309,5.0603
5120,B,PROP,0.92,5.229324074074075,4.405705208333334,2.9309,5.0603
5632,B,PROP,0.92,5.3071018518518525,4.393856250000001,2.9309,5.0603
6144,P,PROP,0.92,5.33950925925926,4.392944791666667,2.9309,5.0603
6656,B,PROP,0.92,5.326546296296297,4.3865645833333335,2.9309,5.0603
7168,B,PROP,0.92,5.316824074074075,4.3865645833333335,2.9309,5.0603
7680,P,PROP,0.92,5.318444444444446,4.390210416666667,2.9309,5.0603
8192,B,PROP,0.92,5.329787037037039,4.3956791666666675,2.9309,5.0603
8704,B,PROP,0.92,5.324925925925927,4.392033333333334,2.9309,5.0603
9216,P,PROP,0.92,5.352472222222223,4.394767708333334,2.9309,5.0603
9728,B,PROP,0.92,5.376777777777779,4.3956791666666675,2.9309,5.0603
10240,B,PROP,0.92,5.386500000000001,4.392033333333334,2.9309,5.0603
10752,P,PROP,0.92,5.392981481481482,4.381095833333334,2.9309,5.0603
11264,B,PROP,0.92,5.418907407407408,4.375627083333334,2.9309,5.0603
11776,B,PROP,0.92,5.438351851851853,4.362866666666667,2.9309,5.0603
12288,P,PROP,0.92,5.448074074074075,4.3592208333333335,2.9309,5.0603
12800,B,PROP,0.92,5.454555555555556,4.352840625,2.9309,5.0603
13312,B,PROP,0.92,5.456175925925927,4.346460416666666,2.9309,5.0603
13824,P,PROP,0.92,5.46751851851852,4.3428145833333325,2.9309,5.0603
14336,B,PROP,0.92,5.477240740740742,4.335522916666666,2.9309,5.0603
14848,B,PROP,0.92,5.499925925925927,4.332788541666666,2.9309,5.0603
15360,I,DET,0.92,3.5612500000000002,4.5878,2.5291,4.7404
15872,B,PROP,0.92,3.5677314814814816,4.6297999999999995,2.5291,4.7404
16384,B,PROP,0.92,3.5612500000000002,4.6297999999999995,2.5291,4.7404
16896,P,PROP,0.92,3.5742129629629633,4.6297999999999995,2.5291,4.7404
17408,B,PROP,0.92,3.5758333333333336,4.6297999999999995,2.5291,4.7404
17920,B,PROP,0.92,3.5612500000000002,4.6297999999999995,2.5291,4.7404
18432,P,PROP,0.92,3.546666666666667,4.6297999999999995,2.5291,4.7404
18944,B,PROP,0.92,3.5158796296296297,4.6297999999999995,2.5291,4.7404
19456,B,PROP,0.92,3.5093981481481484,4.6297999999999995,2.5291,4.7404
19968,P,PROP,0.92,3.5093981481481484,4.6297999999999995,2.5291,4.7404
20480,B,PROP,0.92,3.528842592592593,4.6297999999999995,2.5291,4.7404
20992,B,PROP,0.92,3.543425925925926,4.620685416666666,2.5291,4.7404
21504,P,PROP,0.92,3.5742129629629633,4.621596875,2.5291,4.7404
22016,B,PROP,0.92,3.5968981481481483,4.61339375,2.5291,4.7404
22528,B,PROP,0.92,3.6114814814814817,4.599721875,2.5291,4.7404
23040,P,PROP,0.92,3.6147222222222224,4.5915187500000005,2.5291,4.7404
23552,B,PROP,0.92,3.617962962962963,4.583315625000001,2.5291,4.7404
24064,B,PROP,0.92,3.6212037037037037,4.5732895833333345,2.5291,4.7404
24576,P,PROP,0.92,3.6212037037037037,4.569643750000001,2.5291,4.7404
25088,B,PROP,0.92,3.617962962962963,4.5778468750000005,2.5291,4.7404
25600,B,PROP,0.92,3.6163425925925927,4.60245625,2.5291,4.7404
26112,P,PROP,0.92,3.6163425925925927,4.626154166666667,2.5291,4.7404
26624,B,PROP,0.92,3.617962962962963,4.6297999999999995,2.5291,4.7404
27136,B,PROP,0.92,3.6147222222222224,4.6297999999999995,2.5291,4.7404
27648,P,PROP,0.92,3.6163425925925927,4.6297999999999995,2.5291,4.7404
28160,B,PROP,0.92,3.6195833333333334,4.6297999999999995,2.5291,4.7404
28672,B,PROP,0.92,3.640648148148148,4.6297999999999995,2.5291,4.7404
29184,P,PROP,0.92,3.6681944444444445,4.6297999999999995,2.5291,4.7404
29696,B,PROP,0.92,3.700601851851852,4.6297999999999995,2.5291,4.7404
30208,B,PROP,0.92,3.7297685185185188,4.6297999999999995,2.5291,4.7404
30720,I,DET,0.92,3.3733,3.8755499999999996,1.8829999999999998,3.2319
31232,B,PROP,0.92,3.391124074074074,3.8719041666666665,1.8829999999999998,3.2319
31744,B,PROP,0.92,3.3733,3.8609666666666667,1.8829999999999998,3.2319
32256,P,PROP,0.92,3.3651981481481483,3.8445604166666665,1.8829999999999998,3.2319
32768,B,PROP,0.92,3.3603370370370373,3.8345343749999996,1.8829999999999998,3.2319
33280,B,PROP,0.92,3.3619574074074077,3.8226854166666664,1.8829999999999998,3.2319
33792,P,PROP,0.92,3.3700592592592593,3.818128125,1.8829999999999998,3.2319
34304,B,PROP,0.92,3.355475925925926,3.818128125,1.8829999999999998,3.2319
34816,B,PROP,0.92,3.3538555555555556,3.8308885416666665,1.8829999999999998,3.2319
35328,P,PROP,0.92,3.3522351851851853,3.850940625,1.8829999999999998,3.2319
35840,B,PROP,0.92,3.3295500000000002,3.862789583333333,1.8829999999999998,3.2319
36352,B,PROP,0.92,3.297142592592593,3.879195833333333,1.8829999999999998,3.2319
36864,P,PROP,0.92,3.258253703703704,3.8937791666666666,1.8829999999999998,3.2319
37376,B,PROP,0.92,3.235568518518519,3.912008333333333,1.8829999999999998,3.2319
