pts,frame_type,source,confidence,cx,cy,w,h
0,I,DET,0.92,3.0114,3.7548,1.0346,2.0944000000000007
512,B,PROP,0.92,3.0567703703703706,3.7548,1.0346,2.0944000000000007
1024,B,PROP,0.92,3.0794555555555556,3.7548,1.0346,2.0944000000000007
1536,P,PROP,0.92,3.0794555555555556,3.7566229166666667,1.0346,2.0944000000000007
2048,B,PROP,0.92,3.0794555555555556,3.7557114583333333,1.0346,2.0944000000000007
2560,B,PROP,0.92,3.069733333333333,3.7548,1.0346,2.0944000000000007
3072,P,PROP,0.92,3.0616314814814816,3.7548,1.0346,2.0944000000000007
3584,B,PROP,0.92,3.05352962962963,3.751154166666667,1.0346,2.0944000000000007
4096,B,PROP,0.92,3.048668518518519,3.753888541666667,1.0346,2.0944000000000007
4608,P,PROP,0.92,3.0519092592592596,3.751154166666667,1.0346,2.0944000000000007
5120,B,PROP,0.92,3.0502888888888893,3.753888541666667,1.0346,2.0944000000000007
5632,B,PROP,0.92,3.0454277777777783,3.7557114583333338,1.0346,2.0944000000000007
6144,P,PROP,0.92,3.038946296296297,3.7557114583333338,1.0346,2.0944000000000007
6656,B,PROP,0.92,3.0357055555555563,3.7557114583333338,1.0346,2.0944000000000007
7168,B,PROP,0.92,3.025983333333334,3.7557114583333338,1.0346,2.0944000000000007
7680,P,PROP,0.92,3.0243629629629636,3.748419791666667,1.0346,2.0944000000000007
8192,B,PROP,0.92,3.0243629629629636,3.7475083333333337,1.0346,2.0944000000000007
8704,B,PROP,0.92,3.0195018518518526,3.740216666666667,1.0346,2.0944000000000007
9216,P,PROP,0.92,2.9951962962962972,3.736570833333334,1.0346,2.0944000000000007
9728,B,PROP,0.92,2.9951962962962972,3.7283677083333338,1.0346,2.0944000000000007
10240,B,PROP,0.92,2.9951962962962972,3.7247218750000006,1.0346,2.0944000000000007
10752,P,PROP,0.92,2.9951962962962972,3.722898958333334,1.0346,2.0944000000000007
11264,B,PROP,0.92,2.9903351851851863,3.722898958333334,1.0346,2.0944000000000007
11776,B,PROP,0.92,2.9870944444444456,3.7219875000000004,1.0346,2.0944000000000007
12288,P,PROP,0.92,2.983853703703705,3.7256333333333336,1.0346,2.0944000000000007
12800,B,PROP,0.92,2.9692703703703716,3.7338364583333337,1.0346,2.0944000000000007
13312,B,PROP,0.92,2.9627888888888902,3.737482291666667,1.0346,2.0944000000000007
