pts,frame_type,source,confidence,cx,cy,w,h
512,B,PROP,0.92,3.109672222222222,3.838975,0.9582999999999997,2.1811999999999996
1024,B,PROP,0.92,3.1291166666666665,3.8435322916666665,0.9582999999999997,2.1811999999999996
2048,B,PROP,0.92,3.1728666666666667,3.8435322916666665,0.9582999999999997,2.1811999999999996
2560,B,PROP,0.92,3.182588888888889,3.842620833333333,0.9582999999999997,2.1811999999999996
3584,B,PROP,0.92,3.1906907407407408,3.842620833333333,0.9582999999999997,2.1811999999999996
4096,B,PROP,0.92,3.200412962962963,3.8417093749999998,0.9582999999999997,2.1811999999999996
5120,B,PROP,0.92,3.216616666666667,3.8316833333333333,0.9582999999999997,2.1811999999999996
5632,B,PROP,0.92,3.221477777777778,3.825303125,0.9582999999999997,2.1811999999999996
6656,B,PROP,0.92,3.2117555555555555,3.8198343749999997,0.9582999999999997,2.1811999999999996
7168,B,PROP,0.92,3.184209259259259,3.8198343749999997,0.9582999999999997,2.1811999999999996
8192,B,PROP,0.92,3.116153703703703,3.8170999999999995,0.9582999999999997,2.1811999999999996
8704,B,PROP,0.92,3.0788851851851846,3.8170999999999995,0.9582999999999997,2.1811999999999996
9728,B,PROP,0.92,3.027033333333333,3.8189229166666663,0.9582999999999997,2.1811999999999996
10240,B,PROP,0.92,3.005968518518518,3.8189229166666663,0.9582999999999997,2.1811999999999996
11264,B,PROP,0.92,2.988144444444444,3.820745833333333,0.9582999999999997,2.1811999999999996
11776,B,PROP,0.92,2.9800425925925924,3.8198343749999997,0.9582999999999997,2.1811999999999996
12800,B,PROP,0.92,2.973561111111111,3.8198343749999997,0.9582999999999997,2.1811999999999996
13312,B,PROP,0.92,2.9687,3.8170999999999995,0.9582999999999997,2.1811999999999996
14336,B,PROP,0.92,2.963838888888889,3.7952249999999994,0.9582999999999997,2.1811999999999996
14848,B,PROP,0.92,2.958977777777778,3.7924906249999992,0.9582999999999997,2.1811999999999996
15872,B,PROP,0.92,3.2540796296296293,3.850422916666667,1.3076,2.1672
16384,B,PROP,0.92,3.25732037037037,3.847688541666667,1.3076,2.1672
17408,B,PROP,0.92,3.2638018518518512,3.8495114583333336,1.3076,2.1672
17920,B,PROP,0.92,3.267042592592592,3.850422916666667,1.3076,2.1672
18944,B,PROP,0.92,3.276764814814814,3.861360416666667,1.3076,2.1672
19456,B,PROP,0.92,3.278385185185184,3.8668291666666668,1.3076,2.1672
20480,B,PROP,0.92,3.2848666666666655,3.878678125,1.3076,2.1672
20992,B,PROP,0.92,3.291348148148147,3.88688125,1.3076,2.1672
22016,B,PROP,0.92,3.283246296296295,3.8795895833333334,1.3076,2.1672
22528,B,PROP,0.92,3.286487037037036,3.870475,1.3076,2.1672
23552,B,PROP,0.92,3.2719037037037024,3.8540687499999997,1.3076,2.1672
24064,B,PROP,0.92,3.263801851851851,3.846777083333333,1.3076,2.1672
25088,B,PROP,0.92,3.2411166666666653,3.8376625,1.3076,2.1672
25600,B,PROP,0.92,3.2232925925925913,3.827636458333333,1.3076,2.1672
26624,B,PROP,0.92,3.186024074074073,3.805761458333333,1.3076,2.1672
27136,B,PROP,0.92,3.1714407407407395,3.8048499999999996,1.3076,2.1672
28160,B,PROP,0.92,3.139033333333332,3.805761458333333,1.3076,2.1672
28672,B,PROP,0.92,3.1147277777777767,3.8157875,1.3076,2.1672
29696,B,PROP,0.92,3.074218518518517,3.8249020833333334,1.3076,2.1672
30208,B,PROP,0.92,3.0628759259259244,3.8258135416666668,1.3076,2.1672
31232,B,PROP,0.92,3.449638888888889,3.87051875,1.5428000000000002,2.5529
31744,B,PROP,0.92,3.438296296296296,3.873253125,1.5428000000000002,2.5529
32768,B,PROP,0.92,3.4285740740740738,3.8641385416666667,1.5428000000000002,2.5529
33280,B,PROP,0.92,3.4285740740740738,3.84864375,1.5428000000000002,2.5529
34304,B,PROP,0.92,3.420472222222222,3.84864375,1.5428000000000002,2.5529
34816,B,PROP,0.92,3.4172314814814815,3.8459093749999997,1.5428000000000002,2.5529
35840,B,PROP,0.92,3.425333333333333,3.8322374999999997,1.5428000000000002,2.5529
36352,B,PROP,0.92,3.4091296296296294,3.8103624999999997,1.5428000000000002,2.5529
37376,B,PROP,0.92,3.399407407407407,3.7739041666666666,1.5428000000000002,2.5529
37888,B,PROP,0.92,3.3929259259259257,3.7702583333333335,1.5428000000000002,2.5529
38912,B,PROP,0.92,3.3977870370370367,3.7684354166666667,1.5428000000000002,2.5529
39424,B,PROP,0.92,3.389685185185185,3.771169791666667,1.5428000000000002,2.5529
40448,B,PROP,0.92,3.3815833333333334,3.77755,1.5428000000000002,2.5529
40960,B,PROP,0.92,3.379962962962963,3.784841666666667,1.5428000000000002,2.5529
41984,B,PROP,0.92,3.4010277777777778,3.7948677083333333,1.5428000000000002,2.5529
42496,B,PROP,0.92,3.402648148148148,3.8085395833333333,1.5428000000000002,2.5529
43520,B,PROP,0.92,3.415611111111111,3.8112739583333335,1.5428000000000002,2.5529
44032,B,PROP,0.92,3.426953703703704,3.796690625,1.5428000000000002,2.5529
45056,B,PROP,0.92,3.4366759259259263,3.751117708333333,1.5428000000000002,2.5529
45568,B,PROP,0.92,3.435055555555556,3.7465604166666666,1.5428000000000002,2.5529
46592,B,PROP,0.92,3.4669703703703703,3.9808125000000003,1.7997000000000003,3.1465000000000005
47104,B,PROP,0.92,3.4685907407407406,3.96440625,1.7997000000000003,3.1465000000000005
48128,B,PROP,0.92,3.4556277777777775,3.9243020833333335,1.7997000000000003,3.1465000000000005
48640,B,PROP,0.92,3.447525925925926,3.9243020833333335,1.7997000000000003,3.1465000000000005
49664,B,PROP,0.92,3.428081481481481,3.9370625,1.7997000000000003,3.1465000000000005
50176,B,PROP,0.92,3.410257407407407,3.947088541666667,1.7997000000000003,3.1465000000000005
51200,B,PROP,0.92,3.4118777777777773,3.9543802083333333,1.7997000000000003,3.1465000000000005
51712,B,PROP,0.92,3.4345629629629624,3.961671875,1.7997000000000003,3.1465000000000005
52736,B,PROP,0.92,3.458868518518518,3.969875,1.7997000000000003,3.1465000000000005
53248,B,PROP,0.92,3.4685907407407406,3.978078125,1.7997000000000003,3.1465000000000005
54272,B,PROP,0.92,3.4815537037037037,3.9434427083333334,1.7997000000000003,3.1465000000000005
54784,B,PROP,0.92,3.4815537037037037,3.9106302083333335,1.7997000000000003,3.1465000000000005
55808,B,PROP,0.92,3.502618518518519,3.884197916666667,1.7997000000000003,3.1465000000000005
56320,B,PROP,0.92,3.525303703703704,3.875994791666667,1.7997000000000003,3.1465000000000005
57344,B,PROP,0.92,3.5172018518518517,3.8404479166666667,1.7997000000000003,3.1465000000000005
57856,B,PROP,0.92,3.541507407407407,3.821307291666667,1.7997000000000003,3.1465000000000005
58880,B,PROP,0.92,3.583637037037037,3.8149270833333335,1.7997000000000003,3.1465000000000005
59392,B,PROP,0.92,3.6160444444444444,3.8149270833333335,1.7997000000000003,3.1465000000000005
60416,B,PROP,0.92,3.6841,3.8313333333333337,1.7997000000000003,3.1465000000000005
60928,B,PROP,0.92,3.7116462962962964,3.839536458333334,1.7997000000000003,3.1465000000000005
61952,B,PROP,0.92,3.2093055555555554,4.142257291666667,2.2050000000000005,4.0502
62464,B,PROP,0.92,3.2449537037037035,4.150460416666666,2.2050000000000005,4.0502
63488,B,PROP,0.92,3.3211111111111107,4.169601041666667,2.2050000000000005,4.0502
64000,B,PROP,0.92,3.369722222222222,4.175069791666667,2.2050000000000005,4.0502
65024,B,PROP,0.92,3.4296759259259253,4.144991666666667,2.2050000000000005,4.0502
65536,B,PROP,0.92,3.4248148148148143,4.134054166666667,2.2050000000000005,4.0502
66560,B,PROP,0.92,3.418333333333333,4.076632291666667,2.2050000000000005,4.0502
67072,B,PROP,0.92,3.3988888888888886,4.055668750000001,2.2050000000000005,4.0502
68096,B,PROP,0.92,3.369722222222222,4.009184375000001,2.2050000000000005,4.0502
68608,B,PROP,0.92,3.3389351851851847,4.0100958333333345,2.2050000000000005,4.0502
69632,B,PROP,0.92,3.2417129629629624,4.031059375000001,2.2050000000000005,4.0502
70144,B,PROP,0.92,3.191481481481481,4.038351041666667,2.2050000000000005,4.0502
71168,B,PROP,0.92,3.1007407407407404,4.043819791666667,2.2050000000000005,4.0502
71680,B,PROP,0.92,3.0699537037037032,4.052022916666667,2.2050000000000005,4.0502
72704,B,PROP,0.92,2.9873148148148143,4.074809375000001,2.2050000000000005,4.0502
73216,B,PROP,0.92,2.951666666666666,4.059314583333334,2.2050000000000005,4.0502
74240,B,PROP,0.92,2.8836111111111107,3.9809291666666673,2.2050000000000005,4.0502
74752,B,PROP,0.92,2.8641666666666663,3.9681687500000007,2.2050000000000005,4.0502
75776,B,PROP,0.92,2.8301388888888885,3.941736458333334,2.2050000000000005,4.0502
76288,B,PROP,0.92,2.7523611111111106,3.924418750000001,2.2050000000000005,4.0502
77312,B,PROP,0.92,3.645625925925926,4.355895833333333,2.7138999999999998,5.172299999999999
77824,B,PROP,0.92,3.6342833333333333,4.359541666666667,2.7138999999999998,5.172299999999999
78848,B,PROP,0.92,3.5694685185185184,4.369567708333333,2.7138999999999998,5.172299999999999
79360,B,PROP,0.92,3.5435425925925923,4.3723020833333335,2.7138999999999998,5.172299999999999
80384,B,PROP,0.92,3.5354407407407407,4.382328125,2.7138999999999998,5.172299999999999
80896,B,PROP,0.92,3.537061111111111,4.3814166666666665,2.7138999999999998,5.172299999999999
81920,B,PROP,0.92,3.580811111111111,4.3768593749999996,2.7138999999999998,5.172299999999999
82432,B,PROP,0.92,3.6115981481481483,4.3768593749999996,2.7138999999999998,5.172299999999999
83456,B,PROP,0.92,3.6845148148148152,4.37959375,2.7138999999999998,5.172299999999999
83968,B,PROP,0.92,3.7120611111111117,4.37959375,2.7138999999999998,5.172299999999999
84992,B,PROP,0.92,3.74770925925926,4.389619791666666,2.7138999999999998,5.172299999999999
85504,B,PROP,0.92,3.765533333333334,4.385973958333333,2.7138999999999998,5.172299999999999
86528,B,PROP,0.92,3.8109037037037043,4.397822916666666,2.7138999999999998,5.172299999999999
87040,B,PROP,0.92,3.8481722222222228,4.385062499999999,2.7138999999999998,5.172299999999999
88064,B,PROP,0.92,3.8984037037037043,4.375036458333333,2.7138999999999998,5.172299999999999
88576,B,PROP,0.92,3.9129870370370377,4.369567708333332,2.7138999999999998,5.172299999999999
89600,B,PROP,0.92,3.9178481481481486,4.3650104166666654,2.7138999999999998,5.172299999999999
90112,B,PROP,0.92,3.914607407407408,4.3650104166666654,2.7138999999999998,5.172299999999999
91136,B,PROP,0.92,3.909746296296297,4.349515624999999,2.7138999999999998,5.172299999999999
91648,B,PROP,0.92,3.9194685185185194,4.338578124999999,2.7138999999999998,5.172299999999999
92672,B,PROP,0.92,3.3975925925925927,4.376815625,2.6915000000000004,5.126099999999999
93184,B,PROP,0.92,3.4089351851851855,4.365878125,2.6915000000000004,5.126099999999999
94208,B,PROP,0.92,3.4202777777777778,4.3686125,2.6915000000000004,5.126099999999999
94720,B,PROP,0.92,3.4251388888888887,4.356763541666667,2.6915000000000004,5.126099999999999
95744,B,PROP,0.92,3.4397222222222217,4.384107291666667,2.6915000000000004,5.126099999999999
96256,B,PROP,0.92,3.4478240740740733,4.398690625,2.6915000000000004,5.126099999999999
97280,B,PROP,0.92,3.460787037037036,4.43695,2.6915000000000004,5.126099999999999
97792,B,PROP,0.92,3.4672685185185173,4.43695,2.6915000000000004,5.126099999999999
98816,B,PROP,0.92,3.4688888888888876,4.43695,2.6915000000000004,5.126099999999999
99328,B,PROP,0.92,3.475370370370369,4.43695,2.6915000000000004,5.126099999999999
100352,B,PROP,0.92,3.48185185185185,4.40960625,2.6915000000000004,5.126099999999999
100864,B,PROP,0.92,3.4883333333333315,4.394111458333334,2.6915000000000004,5.126099999999999
101888,B,PROP,0.92,3.4769907407407388,4.371325000000001,2.6915000000000004,5.126099999999999
102400,B,PROP,0.92,3.465648148148146,4.361298958333334,2.6915000000000004,5.126099999999999
103424,B,PROP,0.92,3.4462037037037017,4.344892708333334,2.6915000000000004,5.126099999999999
103936,B,PROP,0.92,3.4283796296296276,4.344892708333334,2.6915000000000004,5.126099999999999
104960,B,PROP,0.92,3.4089351851851832,4.359476041666667,2.6915000000000004,5.126099999999999
105472,B,PROP,0.92,3.4089351851851832,4.3622104166666675,2.6915000000000004,5.126099999999999
106496,B,PROP,0.92,3.337638888888887,4.4305697916666675,2.6915000000000004,5.126099999999999
107008,B,PROP,0.92,3.3165740740740723,4.43695,2.6915000000000004,5.126099999999999
108032,B,PROP,0.92,3.4546166666666664,4.158955208333334,2.1839999999999997,3.7870000000000004
108544,B,PROP,0.92,3.4432740740740737,4.1981479166666675,2.1839999999999997,3.7870000000000004
109568,B,PROP,0.92,3.4286907407407403,4.2163770833333345,2.1839999999999997,3.7870000000000004
110080,B,PROP,0.92,3.4286907407407403,4.209996875000001,2.1839999999999997,3.7870000000000004
111104,B,PROP,0.92,3.4303111111111106,4.182653125000001,2.1839999999999997,3.7870000000000004
111616,B,PROP,0.92,3.4205888888888882,4.168069791666667,2.1839999999999997,3.7870000000000004
112640,B,PROP,0.92,3.4043851851851845,4.149840625000001,2.1839999999999997,3.7870000000000004
113152,B,PROP,0.92,3.436792592592592,4.140726041666668,2.1839999999999997,3.7870000000000004
114176,B,PROP,0.92,3.512949999999999,4.124319791666668,2.1839999999999997,3.7870000000000004
114688,B,PROP,0.92,3.5583203703703696,4.133434375000001,2.1839999999999997,3.7870000000000004
115712,B,PROP,0.92,3.631237037037036,4.163512500000001,2.1839999999999997,3.7870000000000004
116224,B,PROP,0.92,3.6798481481481473,4.194502083333335,2.1839999999999997,3.7870000000000004
117248,B,PROP,0.92,3.757625925925925,4.208173958333335,2.1839999999999997,3.7870000000000004
117760,B,PROP,0.92,3.788412962962962,4.2300489583333345,2.1839999999999997,3.7870000000000004
118784,B,PROP,0.92,3.837024074074073,4.248278125000001,2.1839999999999997,3.7870000000000004
119296,B,PROP,0.92,3.853227777777777,4.251923958333334,2.1839999999999997,3.7870000000000004
120320,B,PROP,0.92,3.872672222222221,4.247366666666667,2.1839999999999997,3.7870000000000004
120832,B,PROP,0.92,3.8791537037037025,4.240986458333333,2.1839999999999997,3.7870000000000004
121856,B,PROP,0.92,3.8985981481481473,4.229137499999999,2.1839999999999997,3.7870000000000004
122368,B,PROP,0.92,3.901838888888888,4.2273145833333325,2.1839999999999997,3.7870000000000004
123392,B,PROP,0.92,3.0222499999999997,4.03865,1.7871000000000001,2.9617
123904,B,PROP,0.92,3.0173888888888887,4.031358333333333,1.7871000000000001,2.9617
124928,B,PROP,0.92,2.996324074074074,4.034092708333333,1.7871000000000001,2.9617
125440,B,PROP,0.92,2.996324074074074,4.041384374999999,1.7871000000000001,2.9617
126464,B,PROP,0.92,2.9898425925925927,4.061436458333332,1.7871000000000001,2.9617
