# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,-1,0,0.8927,0.3295,1.0000,0.6932
1,2634,0,0.8922,0.3036,1.0000,0.6932
2,2634,0,0.8895,0.2910,1.0000,0.6936
3,2634,0,0.8874,0.2810,1.0000,0.6941
4,2634,0,0.8828,0.2751,0.9996,0.6938
5,2634,0,0.8809,0.2166,0.9994,0.6938
6,2634,0,0.8751,0.2011,0.9998,0.6939
7,2634,0,0.8638,0.1806,0.9999,0.6932
8,2634,0,0.8502,0.1684,1.0000,0.6928
9,2634,0,0.8356,0.1614,1.0000,0.6896
10,2634,0,0.8254,0.1590,1.0000,0.6881
11,2634,0,0.7958,0.1585,1.0000,0.6901
12,2634,0,0.7620,0.1585,1.0000,0.6912
13,2634,0,0.7275,0.1596,1.0000,0.6920
14,2634,0,0.6934,0.1602,0.9999,0.6930
15,2634,0,0.6626,0.1614,0.9998,0.6948
16,2634,0,0.6465,0.1638,0.9997,0.6958
17,2634,0,0.6450,0.1672,0.9997,0.6984
18,2634,0,0.6433,0.1687,0.9999,0.7005
19,2634,0,0.6406,0.1690,1.0000,0.7002
20,2634,0,0.6391,0.1687,1.0000,0.7010
21,2634,0,0.6372,0.1670,1.0000,0.7023
22,2634,0,0.6412,0.1655,1.0000,0.7025
23,2634,0,0.6432,0.1651,1.0000,0.7027
24,2634,0,0.6461,0.1652,0.9968,0.7021
25,2634,0,0.6425,0.1647,0.9870,0.7024
26,2634,0,0.6393,0.1646,0.9756,0.7031
27,2634,0,0.6328,0.1637,0.9669,0.7028
28,2634,0,0.6179,0.1621,0.9555,0.7035
29,2634,0,0.5979,0.1607,0.9454,0.7075
30,2634,0,0.5767,0.1580,0.9347,0.7097
31,2634,0,0.5597,0.1562,0.9239,0.7194
32,2634,0,0.5433,0.1548,0.9145,0.7268
33,2634,0,0.5296,0.1547,0.9044,0.7317
34,2634,0,0.5176,0.1548,0.8940,0.7340
35,2634,0,0.5035,0.1544,0.8834,0.7349
36,2634,0,0.4959,0.1541,0.8730,0.7363
37,2634,0,0.4927,0.1540,0.8626,0.7373
38,2634,0,0.4918,0.1537,0.8535,0.7386
39,2634,0,0.4913,0.1525,0.8415,0.7389
40,2634,0,0.4909,0.1511,0.8323,0.7395
41,2634,0,0.4920,0.1500,0.8155,0.7399
42,2634,0,0.4967,0.1489,0.8029,0.7405
43,2634,0,0.4962,0.1482,0.7929,0.7401
44,2634,0,0.4951,0.1469,0.7822,0.7399
45,2634,0,0.4935,0.1455,0.7720,0.7399
