# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,4388,0,0.6680,0.1845,1.0000,0.7068
1,4388,0,0.6596,0.1833,1.0000,0.7070
2,4388,0,0.6518,0.1833,1.0000,0.7079
3,4388,0,0.6478,0.1834,1.0000,0.7080
4,4388,0,0.6443,0.1829,1.0000,0.7082
5,4388,0,0.6440,0.1827,1.0000,0.7086
6,4388,0,0.6424,0.1828,1.0000,0.7087
7,4388,0,0.6390,0.1810,1.0000,0.7134
8,4388,0,0.6314,0.1800,1.0000,0.7163
9,4388,0,0.6213,0.1791,1.0000,0.7158
10,4388,0,0.6110,0.1779,0.9850,0.7149
11,4388,0,0.6022,0.1772,0.9603,0.7151
12,4388,0,0.5947,0.1771,0.9436,0.7179
13,4388,0,0.5881,0.1770,0.9286,0.7244
14,4388,0,0.5795,0.1764,0.9167,0.7324
15,4388,0,0.5765,0.1755,0.9072,0.7371
16,4388,0,0.5728,0.1750,0.8980,0.7399
17,4388,0,0.5651,0.1752,0.8867,0.7408
18,4388,0,0.5408,0.1748,0.8737,0.7427
19,4388,0,0.5161,0.1745,0.8633,0.7423
20,4388,0,0.5083,0.1746,0.8546,0.7438
21,4388,0,0.5081,0.1730,0.8452,0.7459
22,4388,0,0.5051,0.1728,0.8336,0.7486
23,4388,0,0.5084,0.1720,0.8238,0.7502
24,4388,0,0.5112,0.1706,0.8117,0.7504
25,4388,0,0.5129,0.1682,0.8008,0.7506
26,4388,0,0.5193,0.1642,0.7927,0.7497
27,4388,0,0.5178,0.1615,0.7848,0.7495
28,4388,0,0.5140,0.1593,0.7773,0.7509
29,4388,0,0.5130,0.1576,0.7719,0.7510
30,4388,0,0.5070,0.1569,0.7652,0.7527
31,4388,0,0.5056,0.1564,0.7576,0.7533
32,4388,0,0.5044,0.1561,0.7498,0.7482
33,4388,0,0.5014,0.1551,0.7452,0.7442
34,4388,0,0.4972,0.1546,0.7411,0.7440
34,4397,0,0.0000,0.2105,0.1410,0.7557
35,4388,0,0.4907,0.1548,0.7374,0.7429
35,4397,0,0.0017,0.2096,0.1553,0.7483
36,4388,0,0.4792,0.1552,0.7331,0.7456
36,4397,0,0.0027,0.2081,0.1807,0.7497
37,4388,0,0.4718,0.1543,0.7287,0.7461
37,4397,0,0.0028,0.2075,0.1937,0.7532
38,4388,0,0.4684,0.1545,0.7261,0.7447
38,4397,0,0.0021,0.2063,0.2505,0.7521
39,4388,0,0.4625,0.1548,0.7201,0.7441
39,4397,0,0.0024,0.2095,0.2881,0.7530
40,4388,0,0.4590,0.1556,0.7144,0.7435
40,4397,0,0.0026,0.2124,0.3118,0.7556
