# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
16,3739,0,0.0001,0.3317,0.1532,0.7137
17,3739,0,0.0000,0.2498,0.1548,0.7137
18,3739,0,0.0000,0.2103,0.1592,0.7131
19,3739,0,0.0000,0.1949,0.1663,0.7127
20,3739,0,0.0000,0.1905,0.1725,0.7140
21,3739,0,0.0000,0.1907,0.1840,0.7137
21,3743,0,0.8970,0.3364,1.0000,0.7191
22,3739,0,0.0000,0.1928,0.1900,0.7171
23,3739,0,0.0000,0.1949,0.1976,0.7184
23,3743,0,0.8897,0.2381,0.9989,0.7208
24,3739,0,0.0000,0.1968,0.2028,0.7128
24,3743,0,0.8824,0.1975,0.9987,0.7200
25,3739,0,0.0000,0.1985,0.2096,0.7222
25,3743,0,0.8672,0.1806,0.9982,0.7190
26,3739,0,0.0007,0.2011,0.2198,0.7280
26,3743,0,0.8392,0.1752,0.9992,0.7185
27,3739,0,0.0005,0.2024,0.2287,0.7321
27,3743,0,0.8027,0.1733,0.9996,0.7194
28,3739,0,0.0012,0.2040,0.2506,0.7330
28,3743,0,0.7663,0.1754,0.9998,0.7197
29,3739,0,0.0009,0.2056,0.2675,0.7329
29,3743,0,0.7287,0.1804,0.9999,0.7195
30,3739,0,0.0023,0.2071,0.2929,0.7325
30,3743,0,0.7002,0.1850,0.9999,0.7193
31,3739,0,0.0074,0.2082,0.3257,0.7320
31,3743,0,0.6826,0.1877,0.9997,0.7198
32,3739,0,0.0106,0.2085,0.3534,0.7301
32,3743,0,0.6768,0.1900,0.9992,0.7195
33,3739,0,0.0122,0.2089,0.3748,0.7303
33,3743,0,0.6671,0.1920,0.9990,0.7197
34,3739,0,0.0130,0.2098,0.3907,0.7323
34,3743,0,0.6616,0.1941,0.9994,0.7197
35,3739,0,0.0139,0.2122,0.4000,0.7337
35,3743,0,0.6560,0.1957,0.9997,0.7200
36,3739,0,0.0137,0.2144,0.4043,0.7322
36,3743,0,0.6474,0.1974,0.9999,0.7201
37,3739,0,0.0126,0.2152,0.4117,0.7338
37,3743,0,0.6443,0.1984,1.0000,0.7199
38,3739,0,0.0161,0.2154,0.4181,0.7356
38,3743,0,0.6434,0.1989,1.0000,0.7202
39,3739,0,0.0172,0.2136,0.4185,0.7373
39,3743,0,0.6437,0.1989,1.0000,0.7197
40,3739,0,0.0188,0.2114,0.4177,0.7377
40,3743,0,0.6450,0.1998,0.9997,0.7197
41,3739,0,0.0234,0.2102,0.4170,0.7379
41,3743,0,0.6445,0.2009,0.9999,0.7188
42,3739,0,0.0310,0.2072,0.4158,0.7382
42,3743,0,0.6435,0.2027,0.9875,0.7175
43,3739,0,0.0430,0.2066,0.4145,0.7387
43,3743,0,0.6457,0.2036,0.9748,0.7162
44,3739,0,0.0618,0.2071,0.4144,0.7396
44,3743,0,0.6449,0.2033,0.9488,0.7150
45,3739,0,0.0740,0.2070,0.4132,0.7386
45,3743,0,0.6408,0.2028,0.9256,0.7148
46,3739,0,0.0934,0.2072,0.4120,0.7381
46,3743,0,0.6349,0.2027,0.9098,0.7145
47,3739,0,0.1166,0.2091,0.4290,0.7383
47,3743,0,0.6335,0.2025,0.8993,0.7152
48,3739,0,0.1413,0.2092,0.4626,0.7368
48,3743,0,0.6277,0.2015,0.8882,0.7197
49,3739,0,0.1728,0.2089,0.5043,0.7368
49,3743,0,0.6244,0.2005,0.8774,0.7200
50,3739,0,0.1976,0.2088,0.5457,0.7372
50,3743,0,0.6061,0.2006,0.8663,0.7261
51,3739,0,0.2123,0.2092,0.5702,0.7366
51,3743,0,0.5729,0.2003,0.8544,0.7256
52,3739,0,0.2195,0.2110,0.5959,0.7341
52,3743,0,0.5610,0.1996,0.8441,0.7243
53,3739,0,0.2271,0.2126,0.6044,0.7373
53,3743,0,0.5340,0.1993,0.8354,0.7247
54,3739,0,0.2334,0.2134,0.6041,0.7384
54,3743,0,0.5209,0.1996,0.8256,0.7257
55,3739,0,0.2405,0.2147,0.6002,0.7380
55,3743,0,0.5122,0.1997,0.8170,0.7273
56,3739,0,0.2442,0.2154,0.5934,0.7359
56,3743,0,0.5142,0.1982,0.8092,0.7276
57,3739,0,0.2478,0.2162,0.5885,0.7358
57,3743,0,0.5149,0.1969,0.8018,0.7274
58,3739,0,0.2540,0.2171,0.5821,0.7361
58,3743,0,0.5175,0.1966,0.7972,0.7278
59,3739,0,0.2616,0.2176,0.5770,0.7362
59,3743,0,0.5161,0.1967,0.7918,0.7275
60,3739,0,0.2676,0.2178,0.5751,0.7356
60,3743,0,0.5166,0.1947,0.7892,0.7281
61,3739,0,0.2726,0.2166,0.5697,0.7349
61,3743,0,0.5180,0.1939,0.7851,0.7277
62,3739,0,0.2742,0.2157,0.5677,0.7343
62,3743,0,0.5204,0.1938,0.7832,0.7276
63,3739,0,0.2748,0.2160,0.5641,0.7333
63,3743,0,0.5211,0.1942,0.7784,0.7268
64,3739,0,0.2749,0.2165,0.5585,0.7323
64,3743,0,0.5261,0.1943,0.7739,0.7237
65,3739,0,0.2755,0.2170,0.5453,0.7306
65,3743,0,0.5241,0.1954,0.7691,0.7249
66,3739,0,0.2761,0.2173,0.5342,0.7288
66,3743,0,0.5249,0.1949,0.7628,0.7241
67,3739,0,0.2761,0.2172,0.5260,0.7289
67,3743,0,0.5215,0.1955,0.7547,0.7255
68,3739,0,0.2799,0.2171,0.5180,0.7300
68,3743,0,0.5211,0.1950,0.7477,0.7255
69,3739,0,0.2819,0.2171,0.5166,0.7291
69,3743,0,0.5193,0.1946,0.7443,0.7259
70,3739,0,0.2834,0.2176,0.5163,0.7294
70,3743,0,0.5184,0.1934,0.7429,0.7245
71,3739,0,0.2842,0.2184,0.5157,0.7309
71,3743,0,0.5192,0.1931,0.7406,0.7240
72,3739,0,0.2899,0.2190,0.5128,0.7346
72,3743,0,0.5171,0.1932,0.7391,0.7237
73,3739,0,0.2980,0.2194,0.5133,0.7347
73,3743,0,0.5164,0.1938,0.7372,0.7231
74,3739,0,0.3078,0.2200,0.5123,0.7345
74,3743,0,0.5155,0.1941,0.7361,0.7235
75,3739,0,0.3147,0.2192,0.5132,0.7341
75,3743,0,0.5150,0.1945,0.7356,0.7239
76,3739,0,0.3156,0.2183,0.5138,0.7334
76,3743,0,0.5143,0.1948,0.7336,0.7240
77,3739,0,0.3134,0.2177,0.5147,0.7344
77,3743,0,0.5134,0.1955,0.7315,0.7240
78,3739,0,0.3126,0.2166,0.5150,0.7390
78,3743,0,0.5152,0.1955,0.7312,0.7242
79,3739,0,0.3090,0.2159,0.5147,0.7369
79,3743,0,0.5165,0.1957,0.7307,0.7238
80,3739,0,0.3079,0.2150,0.5143,0.7349
80,3743,0,0.5155,0.1957,0.7303,0.7238
81,3739,0,0.3068,0.2144,0.5131,0.7354
81,3743,0,0.5135,0.1958,0.7300,0.7237
82,3739,0,0.3041,0.2127,0.5128,0.7341
82,3743,0,0.5122,0.1963,0.7298,0.7238
83,3739,0,0.3024,0.2118,0.5118,0.7331
83,3743,0,0.5118,0.1965,0.7293,0.7239
84,3739,0,0.3011,0.2107,0.5092,0.7330
84,3743,0,0.5119,0.1969,0.7287,0.7241
85,3739,0,0.2998,0.2100,0.5073,0.7333
85,3743,0,0.5130,0.1972,0.7266,0.7233
86,3739,0,0.2981,0.2094,0.5048,0.7357
86,3743,0,0.5136,0.1975,0.7249,0.7234
87,3739,0,0.2974,0.2088,0.4977,0.7348
87,3743,0,0.5141,0.1978,0.7231,0.7234
88,3739,0,0.2956,0.2080,0.4955,0.7343
88,3743,0,0.5148,0.1981,0.7215,0.7237
89,3739,0,0.2929,0.2077,0.4973,0.7341
89,3743,0,0.5147,0.1986,0.7203,0.7239
90,3739,0,0.2904,0.2083,0.4999,0.7386
90,3743,0,0.5134,0.1989,0.7188,0.7242
91,3739,0,0.2878,0.2084,0.5013,0.7397
91,3743,0,0.5121,0.1992,0.7177,0.7243
92,3739,0,0.2843,0.2061,0.5273,0.7346
