# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,1,0,0.3566,0.0966,0.8179,0.9187
1,1,0,0.3534,0.0961,0.8185,0.9183
2,1,0,0.3497,0.0960,0.8199,0.9180
3,1,0,0.3452,0.0966,0.8201,0.9170
4,1,0,0.3393,0.0972,0.8200,0.9163
5,1,0,0.3338,0.0972,0.8199,0.9170
6,1,0,0.3285,0.0972,0.8213,0.9178
7,1,0,0.3232,0.0972,0.8207,0.9164
8,1,0,0.3194,0.0967,0.8205,0.9151
9,1,0,0.3184,0.0963,0.8206,0.9141
10,1,0,0.3215,0.0962,0.8208,0.9148
11,1,0,0.3280,0.0966,0.8212,0.9149
12,1,0,0.3460,0.0966,0.8216,0.9158
13,1,0,0.3629,0.0968,0.8215,0.9163
14,1,0,0.3685,0.0975,0.8220,0.9161
15,1,0,0.3679,0.0974,0.8221,0.9161
16,1,0,0.3650,0.0969,0.8219,0.9166
17,1,0,0.3615,0.0971,0.8217,0.9159
18,1,0,0.3595,0.0965,0.8211,0.9161
19,1,0,0.3560,0.0961,0.8209,0.9155
20,1,0,0.3486,0.0963,0.8209,0.9144
21,1,0,0.3401,0.0960,0.8220,0.9138
22,1,0,0.3343,0.0962,0.8222,0.9139
23,1,0,0.3303,0.0963,0.8220,0.9141
24,1,0,0.3283,0.0965,0.8222,0.9146
25,1,0,0.3272,0.0970,0.8226,0.9145
26,1,0,0.3278,0.0974,0.8229,0.9140
27,1,0,0.3299,0.0973,0.8228,0.9138
28,1,0,0.3378,0.0972,0.8221,0.9139
29,1,0,0.3533,0.0971,0.8219,0.9140
30,1,0,0.3649,0.0970,0.8218,0.9144
31,1,0,0.3675,0.0971,0.8219,0.9147
32,1,0,0.3647,0.0970,0.8217,0.9155
33,1,0,0.3607,0.0968,0.8204,0.9168
34,1,0,0.3586,0.0962,0.8204,0.9168
35,1,0,0.3555,0.0953,0.8202,0.9171
36,1,0,0.3493,0.0951,0.8198,0.9192
37,1,0,0.3428,0.0952,0.8203,0.9204
38,1,0,0.3355,0.0957,0.8210,0.9218
39,1,0,0.3316,0.0963,0.8223,0.9225
40,1,0,0.3288,0.0963,0.8239,0.9226
41,1,0,0.3268,0.0966,0.8247,0.9227
42,1,0,0.3262,0.0971,0.8251,0.9228
43,1,0,0.3266,0.0974,0.8256,0.9223
44,1,0,0.3300,0.0972,0.8255,0.9208
45,1,0,0.3406,0.0965,0.8244,0.9191
46,1,0,0.3545,0.0968,0.8242,0.9171
47,1,0,0.3637,0.0975,0.8245,0.9172
48,1,0,0.3624,0.0972,0.8235,0.9172
49,1,0,0.3594,0.0965,0.8242,0.9170
50,1,0,0.3569,0.0956,0.8244,0.9172
51,1,0,0.3525,0.0951,0.8247,0.9182
52,1,0,0.3453,0.0947,0.8249,0.9197
53,1,0,0.3387,0.0950,0.8248,0.9202
54,1,0,0.3339,0.0952,0.8247,0.9207
55,1,0,0.3294,0.0948,0.8246,0.9227
56,1,0,0.3268,0.0946,0.8247,0.9237
57,1,0,0.3255,0.0946,0.8245,0.9237
58,1,0,0.3256,0.0947,0.8246,0.9236
59,1,0,0.3267,0.0951,0.8241,0.9252
60,1,0,0.3326,0.0949,0.8236,0.9253
61,1,0,0.3473,0.0959,0.8223,0.9259
62,1,0,0.3581,0.0970,0.8213,0.9263
63,1,0,0.3594,0.0976,0.8212,0.9263
64,1,0,0.3571,0.0976,0.8216,0.9254
65,1,0,0.3560,0.0974,0.8217,0.9253
66,1,0,0.3531,0.0973,0.8206,0.9242
67,1,0,0.3488,0.0971,0.8206,0.9243
68,1,0,0.3435,0.0969,0.8207,0.9241
69,1,0,0.3378,0.0970,0.8208,0.9241
70,1,0,0.3330,0.0965,0.8208,0.9240
71,1,0,0.3300,0.0957,0.8204,0.9235
72,1,0,0.3281,0.0951,0.8202,0.9227
73,1,0,0.3264,0.0949,0.8200,0.9225
74,1,0,0.3244,0.0947,0.8202,0.9223
75,1,0,0.3224,0.0950,0.8205,0.9227
76,1,0,0.3207,0.0956,0.8207,0.9227
77,1,0,0.3198,0.0958,0.8206,0.9224
78,1,0,0.3235,0.0960,0.8210,0.9225
79,1,0,0.3330,0.0963,0.8209,0.9227
80,1,0,0.3525,0.0973,0.8192,0.9232
81,1,0,0.3585,0.0979,0.8184,0.9238
82,1,0,0.3575,0.0978,0.8178,0.9246
83,1,0,0.3559,0.0979,0.8175,0.9251
84,1,0,0.3531,0.0975,0.8186,0.9232
85,1,0,0.3492,0.0976,0.8204,0.9222
86,1,0,0.3437,0.0978,0.8207,0.9215
87,1,0,0.3396,0.0979,0.8208,0.9215
88,1,0,0.3356,0.0983,0.8211,0.9224
89,1,0,0.3302,0.0986,0.8213,0.9229
90,1,0,0.3234,0.0984,0.8219,0.9245
91,1,0,0.3177,0.0980,0.8213,0.9245
92,1,0,0.3144,0.0983,0.8211,0.9234
93,1,0,0.3127,0.0984,0.8211,0.9228
94,1,0,0.3131,0.0981,0.8207,0.9222
95,1,0,0.3150,0.0982,0.8206,0.9236
96,1,0,0.3211,0.0987,0.8203,0.9253
97,1,0,0.3346,0.0976,0.8194,0.9256
98,1,0,0.3524,0.0979,0.8168,0.9267
99,1,0,0.3598,0.0976,0.8161,0.9273
100,1,0,0.3593,0.0966,0.8160,0.9277
101,1,0,0.3576,0.0960,0.8179,0.9288
102,1,0,0.3555,0.0956,0.8202,0.9287
103,1,0,0.3519,0.0941,0.8223,0.9271
104,1,0,0.3448,0.0931,0.8217,0.9268
105,1,0,0.3399,0.0928,0.8215,0.9268
106,1,0,0.3343,0.0932,0.8211,0.9267
107,1,0,0.3294,0.0934,0.8215,0.9258
108,1,0,0.3230,0.0940,0.8216,0.9258
109,1,0,0.3178,0.0945,0.8218,0.9265
110,1,0,0.3137,0.0944,0.8229,0.9265
111,1,0,0.3115,0.0946,0.8231,0.9265
112,1,0,0.3123,0.0947,0.8230,0.9265
113,1,0,0.3166,0.0942,0.8221,0.9254
114,1,0,0.3267,0.0942,0.8213,0.9247
115,1,0,0.3473,0.0957,0.8202,0.9275
116,1,0,0.3556,0.0950,0.8217,0.9267
117,1,0,0.3570,0.0958,0.8219,0.9286
118,1,0,0.3556,0.0941,0.8226,0.9278
119,1,0,0.3524,0.0938,0.8225,0.9268
120,1,0,0.3514,0.0949,0.8234,0.9282
121,1,0,0.3410,0.0947,0.8266,0.9271
122,1,0,0.3322,0.0952,0.8273,0.9271
123,1,0,0.3247,0.0961,0.8274,0.9277
124,1,0,0.3185,0.0969,0.8264,0.9285
125,1,0,0.3114,0.0972,0.8275,0.9280
126,1,0,0.3079,0.0973,0.8280,0.9274
127,1,0,0.3067,0.0973,0.8277,0.9265
128,1,0,0.3100,0.0972,0.8282,0.9271
129,1,0,0.3221,0.0972,0.8289,0.9269
130,1,0,0.3420,0.0976,0.8292,0.9263
131,1,0,0.3518,0.0978,0.8289,0.9271
132,1,0,0.3536,0.0987,0.8292,0.9277
133,1,0,0.3499,0.0988,0.8302,0.9283
134,1,0,0.3465,0.0987,0.8311,0.9297
135,1,0,0.3369,0.0985,0.8312,0.9326
136,1,0,0.3295,0.0986,0.8310,0.9334
137,1,0,0.3228,0.0986,0.8300,0.9330
138,1,0,0.3173,0.0984,0.8298,0.9331
139,1,0,0.3119,0.0979,0.8296,0.9345
140,1,0,0.3077,0.0978,0.8289,0.9352
141,1,0,0.3050,0.0986,0.8281,0.9351
142,1,0,0.3050,0.0988,0.8284,0.9344
143,1,0,0.3095,0.0991,0.8303,0.9332
144,1,0,0.3195,0.0987,0.8290,0.9320
145,1,0,0.3328,0.0974,0.8289,0.9293
146,1,0,0.3477,0.0973,0.8285,0.9278
147,1,0,0.3502,0.0969,0.8262,0.9281
148,1,0,0.3477,0.0965,0.8250,0.9287
149,1,0,0.3482,0.0972,0.8248,0.9281
150,1,0,0.3478,0.0974,0.8242,0.9282
151,1,0,0.3467,0.0971,0.8233,0.9279
152,1,0,0.3473,0.0986,0.8226,0.9294
153,1,0,0.3413,0.0979,0.8225,0.9294
154,1,0,0.3333,0.0975,0.8231,0.9303
155,1,0,0.3267,0.0975,0.8232,0.9312
156,1,0,0.3217,0.0977,0.8229,0.9312
157,1,0,0.3176,0.0984,0.8229,0.9307
158,1,0,0.3161,0.0993,0.8241,0.9279
159,1,0,0.3168,0.0991,0.8232,0.9272
160,1,0,0.3236,0.0985,0.8228,0.9272
161,1,0,0.3349,0.0969,0.8226,0.9275
162,1,0,0.3374,0.0957,0.8220,0.9279
163,1,0,0.3365,0.0950,0.8219,0.9275
164,1,0,0.3340,0.0951,0.8217,0.9276
165,1,0,0.3320,0.0954,0.8217,0.9279
166,1,0,0.3300,0.0959,0.8208,0.9278
167,1,0,0.3257,0.0959,0.8209,0.9279
168,1,0,0.3206,0.0962,0.8209,0.9287
169,1,0,0.3138,0.0962,0.8212,0.9292
170,1,0,0.3086,0.0965,0.8216,0.9285
171,1,0,0.3039,0.0966,0.8226,0.9293
172,1,0,0.3004,0.0970,0.8219,0.9293
173,1,0,0.2994,0.0974,0.8238,0.9302
174,1,0,0.3004,0.0982,0.8248,0.9300
175,1,0,0.3027,0.0990,0.8249,0.9309
176,1,0,0.3076,0.0990,0.8249,0.9314
177,1,0,0.3168,0.0984,0.8250,0.9319
178,1,0,0.3343,0.0987,0.8251,0.9306
179,1,0,0.3429,0.0986,0.8257,0.9293
180,1,0,0.3435,0.0982,0.8254,0.9294
181,1,0,0.3417,0.0976,0.8256,0.9304
182,1,0,0.3371,0.0973,0.8257,0.9313
183,1,0,0.3331,0.0974,0.8260,0.9325
184,1,0,0.3275,0.0970,0.8278,0.9318
185,1,0,0.3206,0.0964,0.8280,0.9319
186,1,0,0.3128,0.0956,0.8285,0.9311
187,1,0,0.3043,0.0950,0.8288,0.9307
188,1,0,0.2991,0.0948,0.8279,0.9303
189,1,0,0.2950,0.0950,0.8268,0.9303
190,1,0,0.2932,0.0955,0.8268,0.9297
191,1,0,0.2940,0.0962,0.8262,0.9295
192,1,0,0.2989,0.0964,0.8256,0.9296
193,1,0,0.3109,0.0966,0.8251,0.9284
194,1,0,0.3286,0.0978,0.8244,0.9295
195,1,0,0.3456,0.0991,0.8242,0.9290
196,1,0,0.3523,0.0996,0.8241,0.9284
197,1,0,0.3519,0.0993,0.8240,0.9287
198,1,0,0.3483,0.0983,0.8239,0.9268
199,1,0,0.3456,0.0979,0.8239,0.9258
200,1,0,0.3428,0.0974,0.8243,0.9250
201,1,0,0.3380,0.0971,0.8244,0.9250
202,1,0,0.3315,0.0969,0.8243,0.9258
203,1,0,0.3267,0.0970,0.8233,0.9263
204,1,0,0.3200,0.0969,0.8229,0.9273
205,1,0,0.3136,0.0966,0.8233,0.9264
206,1,0,0.3091,0.0956,0.8230,0.9252
207,1,0,0.3058,0.0954,0.8220,0.9261
208,1,0,0.3035,0.0958,0.8214,0.9269
209,1,0,0.3046,0.0956,0.8202,0.9278
210,1,0,0.3086,0.0956,0.8189,0.9293
