# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,496,0,0.2201,0.1759,0.6645,1.0000
1,496,0,0.2215,0.1747,0.6656,1.0000
2,496,0,0.2189,0.1787,0.6649,0.9998
3,496,0,0.2186,0.1801,0.6647,0.9997
4,496,0,0.2210,0.1751,0.6652,0.9998
5,496,0,0.2227,0.1754,0.6630,0.9999
6,496,0,0.2233,0.1756,0.6616,1.0000
7,496,0,0.2228,0.1744,0.6642,1.0000
8,496,0,0.2224,0.1729,0.6656,1.0000
9,496,0,0.2220,0.1753,0.6651,1.0000
10,496,0,0.2232,0.1742,0.6653,0.9999
11,496,0,0.2242,0.1752,0.6642,0.9999
12,496,0,0.2254,0.1755,0.6624,0.9999
13,496,0,0.2248,0.1760,0.6622,1.0000
14,496,0,0.2236,0.1741,0.6643,1.0000
15,496,0,0.2227,0.1730,0.6660,1.0000
16,496,0,0.2226,0.1731,0.6667,1.0000
17,496,0,0.2233,0.1729,0.6661,0.9999
18,496,0,0.2249,0.1743,0.6625,0.9999
19,496,0,0.2253,0.1753,0.6608,1.0000
20,496,0,0.2244,0.1732,0.6625,1.0000
21,496,0,0.2229,0.1730,0.6635,1.0000
22,496,0,0.2215,0.1753,0.6622,1.0000
23,496,0,0.2217,0.1744,0.6634,1.0000
24,496,0,0.2215,0.1755,0.6624,0.9999
25,496,0,0.2219,0.1757,0.6618,0.9999
26,496,0,0.2217,0.1760,0.6615,1.0000
27,496,0,0.2213,0.1763,0.6612,1.0000
28,496,0,0.2201,0.1763,0.6609,1.0000
29,496,0,0.2198,0.1765,0.6613,1.0000
30,496,0,0.2209,0.1746,0.6627,0.9998
31,496,0,0.2221,0.1755,0.6619,0.9999
32,496,0,0.2226,0.1762,0.6606,1.0000
33,496,0,0.2219,0.1743,0.6619,1.0000
34,496,0,0.2213,0.1760,0.6608,1.0000
35,496,0,0.2208,0.1767,0.6609,1.0000
36,496,0,0.2212,0.1769,0.6608,0.9999
37,496,0,0.2221,0.1766,0.6611,0.9999
38,496,0,0.2227,0.1762,0.6609,0.9999
39,496,0,0.2223,0.1738,0.6621,1.0000
40,496,0,0.2219,0.1733,0.6625,0.9998
41,496,0,0.2210,0.1752,0.6616,1.0000
42,496,0,0.2207,0.1743,0.6620,0.9997
43,496,0,0.2212,0.1743,0.6624,0.9998
44,496,0,0.2220,0.1755,0.6613,0.9999
45,496,0,0.2218,0.1762,0.6615,1.0000
46,496,0,0.2216,0.1747,0.6632,0.9998
47,496,0,0.2205,0.1758,0.6630,0.9993
48,496,0,0.2192,0.1761,0.6639,0.9991
49,496,0,0.2196,0.1745,0.6658,0.9991
50,496,0,0.2200,0.1759,0.6646,0.9996
51,496,0,0.2217,0.1763,0.6638,0.9998
52,496,0,0.2218,0.1767,0.6635,1.0000
53,496,0,0.2210,0.1746,0.6639,1.0000
54,496,0,0.2197,0.1755,0.6633,0.9995
55,496,0,0.2192,0.1733,0.6651,0.9993
