# resolution: 1920,1080
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,4187,0,0.6198,0.3732,0.7915,0.9906
1,4187,0,0.6205,0.3726,0.7930,0.9900
2,4187,0,0.6207,0.3724,0.7966,0.9897
2,4055,0,0.6247,0.3735,0.7339,0.9903
3,4055,0,0.6212,0.3724,0.7348,0.9907
4,4055,0,0.6209,0.3695,0.7399,0.9902
5,4055,0,0.6208,0.3681,0.7463,0.9890
6,4055,0,0.6200,0.3669,0.7490,0.9870
7,4055,0,0.6244,0.3656,0.7575,0.9848
9,4055,0,0.6634,0.3685,0.7463,0.9086
10,4187,0,0.6614,0.3686,0.8044,0.9775
11,4187,0,0.6667,0.3640,0.8135,0.9616
12,4187,0,0.6700,0.3630,0.8204,0.9732
13,4187,0,0.6729,0.3652,0.8123,0.9784
14,4187,0,0.6735,0.3617,0.8249,0.9843
14,4055,0,0.6758,0.3656,0.7798,0.9808
15,4187,0,0.6755,0.3611,0.8304,0.9862
16,4187,0,0.6777,0.3596,0.8355,0.9868
17,4055,0,0.6789,0.3663,0.7962,0.9882
18,4187,0,0.6798,0.3602,0.8295,0.9894
19,4055,0,0.6809,0.3636,0.8075,0.9902
20,4055,0,0.6813,0.3630,0.8101,0.9902
21,4055,0,0.6822,0.3634,0.8151,0.9895
22,4055,0,0.6829,0.3645,0.8244,0.9899
23,4055,0,0.6832,0.3654,0.8274,0.9894
24,4055,0,0.6850,0.3652,0.8400,0.9891
25,4055,0,0.6875,0.3667,0.8542,0.9891
26,4055,0,0.6900,0.3670,0.8604,0.9888
27,4055,0,0.6926,0.3680,0.8622,0.9886
28,4055,0,0.6953,0.3688,0.8640,0.9899
29,4055,0,0.6968,0.3670,0.8648,0.9891
30,4055,0,0.6987,0.3668,0.8642,0.9900
31,4055,0,0.6993,0.3661,0.8624,0.9899
32,4055,0,0.6996,0.3651,0.8607,0.9899
33,4055,0,0.6999,0.3648,0.8582,0.9898
34,4055,0,0.7001,0.3638,0.8539,0.9901
35,4055,0,0.7005,0.3632,0.8472,0.9903
36,4055,0,0.7010,0.3637,0.8419,0.9909
37,4055,0,0.7014,0.3645,0.8397,0.9909
38,4055,0,0.7019,0.3647,0.8392,0.9911
39,4055,0,0.7018,0.3647,0.8385,0.9922
40,4055,0,0.7027,0.3644,0.8387,0.9922
41,4055,0,0.7029,0.3639,0.8385,0.9917
42,4055,0,0.7036,0.3641,0.8378,0.9913
43,4055,0,0.7036,0.3648,0.8359,0.9913
44,4055,0,0.7009,0.3654,0.8388,0.9923
45,4055,0,0.6985,0.3660,0.8377,0.9927
46,4055,0,0.6964,0.3656,0.8335,0.9934
47,4055,0,0.6947,0.3655,0.8272,0.9919
48,4055,0,0.6908,0.3672,0.8229,0.9898
49,4055,0,0.6857,0.3677,0.8175,0.9886
50,4055,0,0.6806,0.3675,0.8115,0.9880
51,4055,0,0.6776,0.3684,0.8094,0.9883
52,4055,0,0.6737,0.3694,0.8074,0.9879
53,4055,0,0.6715,0.3697,0.8050,0.9878
54,4055,0,0.6672,0.3698,0.8025,0.9884
55,4055,0,0.6641,0.3697,0.8006,0.9890
56,4055,0,0.6595,0.3700,0.8010,0.9895
57,4055,0,0.6566,0.3707,0.8018,0.9904
58,4055,0,0.6523,0.3707,0.7977,0.9899
59,4055,0,0.6483,0.3718,0.7921,0.9890
60,4055,0,0.6436,0.3719,0.7882,0.9880
61,4055,0,0.6399,0.3724,0.7865,0.9874
62,4055,0,0.6364,0.3723,0.7827,0.9864
63,4055,0,0.6331,0.3717,0.7752,0.9869
64,4055,0,0.6304,0.3731,0.7685,0.9873
65,4055,0,0.6300,0.3732,0.7649,0.9865
66,4055,0,0.6262,0.3723,0.7621,0.9865
67,4055,0,0.6223,0.3753,0.7590,0.9870
68,4055,0,0.6201,0.3773,0.7564,0.9865
69,4055,0,0.6186,0.3778,0.7550,0.9853
70,4055,0,0.6182,0.3779,0.7534,0.9823
71,4055,0,0.6170,0.3781,0.7506,0.9809
72,4055,0,0.6161,0.3780,0.7493,0.9823
73,4055,0,0.6149,0.3788,0.7483,0.9839
74,4055,0,0.6133,0.3788,0.7473,0.9858
75,4055,0,0.6125,0.3786,0.7456,0.9859
76,4055,0,0.6112,0.3785,0.7437,0.9864
77,4055,0,0.6094,0.3783,0.7419,0.9868
78,4055,0,0.6065,0.3769,0.7401,0.9867
79,4055,0,0.6032,0.3762,0.7389,0.9870
80,4055,0,0.6015,0.3760,0.7377,0.9869
81,4055,0,0.5996,0.3771,0.7369,0.9875
82,4055,0,0.5969,0.3771,0.7360,0.9878
83,4055,0,0.5946,0.3780,0.7355,0.9867
84,4055,0,0.5906,0.3770,0.7352,0.9884
85,4055,0,0.5885,0.3744,0.7343,0.9898
86,4055,0,0.5835,0.3725,0.7373,0.9901
87,4055,0,0.5796,0.3712,0.7369,0.9903
88,4055,0,0.5773,0.3700,0.7362,0.9902
89,4055,0,0.5735,0.3684,0.7371,0.9901
90,4055,0,0.5693,0.3689,0.7392,0.9895
91,4055,0,0.5646,0.3724,0.7388,0.9890
92,4055,0,0.5617,0.3719,0.7376,0.9888
93,4055,0,0.5612,0.3727,0.7336,0.9885
94,4055,0,0.5595,0.3698,0.7264,0.9877
