pts,frame_type,source,confidence,cx,cy,w,h
512,B,PROP,0.92,3.9027203703703703,4.398872916666667,3.4425999999999997,5.1737
1024,B,PROP,0.92,3.818461111111111,4.389758333333334,3.4425999999999997,5.1737
2048,B,PROP,0.92,3.709896296296296,4.381555208333334,3.4425999999999997,5.1737
2560,B,PROP,0.92,3.7001740740740736,4.383378125000001,3.4425999999999997,5.1737
3584,B,PROP,0.92,3.709896296296296,4.392492708333334,3.4425999999999997,5.1737
4096,B,PROP,0.92,3.7163777777777773,4.400695833333334,3.4425999999999997,5.1737
5120,B,PROP,0.92,3.756887037037037,4.401607291666667,3.4425999999999997,5.1737
5632,B,PROP,0.92,3.881655555555555,4.3842895833333335,3.4425999999999997,5.1737
6656,B,PROP,0.92,4.131192592592592,4.396138541666667,3.4425999999999997,5.1737
7168,B,PROP,0.92,4.236516666666667,4.396138541666667,3.4425999999999997,5.1737
8192,B,PROP,0.92,4.440683333333333,4.398872916666667,3.4425999999999997,5.1737
8704,B,PROP,0.92,4.387211111111111,4.3751750000000005,3.4425999999999997,5.1737
9728,B,PROP,0.92,4.302951851851852,4.368794791666667,3.4425999999999997,5.1737
10240,B,PROP,0.92,4.2656833333333335,4.362414583333333,3.4425999999999997,5.1737
11264,B,PROP,0.92,4.221933333333333,4.360591666666667,3.4425999999999997,5.1737
11776,B,PROP,0.92,4.221933333333333,4.357857291666667,3.4425999999999997,5.1737
12800,B,PROP,0.92,4.351562962962963,4.3533,3.4425999999999997,5.1737
13312,B,PROP,0.92,4.429340740740741,4.3533,3.4425999999999997,5.1737
14336,B,PROP,0.92,4.51684074074074,4.360591666666667,3.4425999999999997,5.1737
14848,B,PROP,0.92,4.51684074074074,4.362414583333334,3.4425999999999997,5.1737
15872,B,PROP,0.92,3.4308037037037034,4.4307156249999995,3.8759000000000006,5.089700000000001
16384,B,PROP,0.92,3.4097388888888887,4.429804166666666,3.8759000000000006,5.089700000000001
17408,B,PROP,0.92,3.2979333333333334,4.43345,3.8759000000000006,5.089700000000001
17920,B,PROP,0.92,3.2444611111111112,4.436184375,3.8759000000000006,5.089700000000001
18944,B,PROP,0.92,3.1715444444444447,4.427069791666666,3.8759000000000006,5.089700000000001
19456,B,PROP,0.92,3.1926092592592594,4.417955208333333,3.8759000000000006,5.089700000000001
20480,B,PROP,0.92,3.1650629629629634,4.3942572916666665,3.8759000000000006,5.089700000000001
20992,B,PROP,0.92,3.1245537037037043,4.379673958333333,3.8759000000000006,5.089700000000001
22016,B,PROP,0.92,3.1553407407407414,4.341392708333333,3.8759000000000006,5.089700000000001
22528,B,PROP,0.92,3.179646296296297,4.331366666666667,3.8759000000000006,5.089700000000001
23552,B,PROP,0.92,3.1569611111111118,4.334101041666667,3.8759000000000006,5.089700000000001
24064,B,PROP,0.92,3.1439981481481487,4.344127083333333,3.8759000000000006,5.089700000000001
25088,B,PROP,0.92,3.1164518518518523,4.360533333333334,3.8759000000000006,5.089700000000001
25600,B,PROP,0.92,3.072701851851852,4.371470833333333,3.8759000000000006,5.089700000000001
26624,B,PROP,0.92,3.0402944444444446,4.45515,3.8759000000000006,5.089700000000001
27136,B,PROP,0.92,3.0257111111111112,4.45515,3.8759000000000006,5.089700000000001
28160,B,PROP,0.92,2.972238888888889,4.45515,3.8759000000000006,5.089700000000001
28672,B,PROP,0.92,2.967377777777778,4.45515,3.8759000000000006,5.089700000000001
29696,B,PROP,0.92,2.996544444444445,4.45515,3.8759000000000006,5.089700000000001
30208,B,PROP,0.92,3.0111277777777783,4.442389583333333,3.8759000000000006,5.089700000000001
31232,B,PROP,0.92,3.9105499999999997,4.158969791666666,2.4002999999999997,4.1447
31744,B,PROP,0.92,3.920272222222222,4.147120833333333,2.4002999999999997,4.1447
32768,B,PROP,0.92,3.918651851851852,4.143475,2.4002999999999997,4.1447
33280,B,PROP,0.92,3.9170314814814815,4.158058333333333,2.4002999999999997,4.1447
34304,B,PROP,0.92,3.920272222222222,4.221860416666667,2.4002999999999997,4.1447
34816,B,PROP,0.92,3.9218925925925925,4.23644375,2.4002999999999997,4.1447
35840,B,PROP,0.92,3.9170314814814815,4.287485416666667,2.4002999999999997,4.1447
36352,B,PROP,0.92,3.918651851851852,4.323032291666666,2.4002999999999997,4.1447
37376,B,PROP,0.92,3.9089296296296294,4.426027083333333,2.4002999999999997,4.1447
