# resolution: 1080,1920
frame,track_id,class,x1_norm,y1_norm,x2_norm,y2_norm
0,524,0,0.2425,0.2256,0.6848,0.7055
1,524,0,0.2496,0.2205,0.6560,0.7151
2,524,0,0.2537,0.2188,0.6472,0.7192
3,524,0,0.2563,0.2180,0.6474,0.7210
4,524,0,0.2581,0.2173,0.6489,0.7217
5,524,0,0.2600,0.2171,0.6498,0.7220
6,524,0,0.2536,0.2176,0.6512,0.7212
7,524,0,0.2515,0.2174,0.6515,0.7208
8,524,0,0.2535,0.2176,0.6516,0.7208
9,524,0,0.2576,0.2173,0.6537,0.7211
10,524,0,0.2572,0.2169,0.6551,0.7213
11,524,0,0.2553,0.2165,0.6557,0.7213
12,524,0,0.2535,0.2163,0.6545,0.7216
13,524,0,0.2534,0.2166,0.6547,0.7229
14,524,0,0.2565,0.2163,0.6544,0.7232
15,524,0,0.2565,0.2168,0.6539,0.7227
16,524,0,0.2518,0.2181,0.6529,0.7223
17,524,0,0.2544,0.2186,0.6511,0.7221
18,524,0,0.2524,0.2188,0.6519,0.7215
19,524,0,0.2469,0.2190,0.6513,0.7209
20,524,0,0.2476,0.2188,0.6516,0.7202
21,524,0,0.2467,0.2189,0.6514,0.7199
22,524,0,0.2443,0.2194,0.6504,0.7198
23,524,0,0.2440,0.2192,0.6505,0.7199
24,524,0,0.2412,0.2190,0.6507,0.7200
25,524,0,0.2444,0.2186,0.6530,0.7196
26,524,0,0.2564,0.2184,0.6544,0.7195
27,524,0,0.2497,0.2182,0.6537,0.7198
28,524,0,0.2486,0.2181,0.6550,0.7200
29,524,0,0.2422,0.2182,0.6559,0.7204
30,524,0,0.2391,0.2182,0.6561,0.7199
31,524,0,0.2436,0.2184,0.6563,0.7196
32,524,0,0.2655,0.2181,0.6566,0.7194
33,524,0,0.2529,0.2181,0.6559,0.7191
34,524,0,0.2548,0.2181,0.6556,0.7191
35,524,0,0.2459,0.2183,0.6547,0.7192
36,524,0,0.2431,0.2183,0.6542,0.7194
37,524,0,0.2420,0.2184,0.6538,0.7196
38,524,0,0.2426,0.2184,0.6526,0.7199
39,524,0,0.2437,0.2186,0.6522,0.7198
40,524,0,0.2428,0.2186,0.6521,0.7197
41,524,0,0.2423,0.2185,0.6521,0.7195
42,524,0,0.2437,0.2184,0.6524,0.7196
43,524,0,0.2443,0.2186,0.6527,0.7194
44,524,0,0.2453,0.2188,0.6534,0.7193
45,524,0,0.2460,0.2190,0.6541,0.7192
46,524,0,0.2469,0.2188,0.6539,0.7192
47,524,0,0.2456,0.2188,0.6539,0.7192
48,524,0,0.2450,0.2186,0.6536,0.7193
49,524,0,0.2439,0.2186,0.6534,0.7192
50,524,0,0.2444,0.2187,0.6530,0.7193
51,524,0,0.2456,0.2187,0.6528,0.7192
52,524,0,0.2443,0.2186,0.6536,0.7192
53,524,0,0.2435,0.2186,0.6531,0.7192
54,524,0,0.2432,0.2185,0.6527,0.7192
