pts,frame_type,source,confidence,cx,cy,w,h
512,B,PROP,0.92,3.651135185185185,4.417,3.3585999999999996,5.166
1024,B,PROP,0.92,3.599283333333333,4.416088541666666,3.3585999999999996,5.166
2048,B,PROP,0.92,3.5522925925925923,4.417,3.3585999999999996,5.166
2560,B,PROP,0.92,3.524746296296296,4.412442708333333,3.3585999999999996,5.166
3584,B,PROP,0.92,3.4259037037037037,4.401505208333332,3.3585999999999996,5.166
4096,B,PROP,0.92,3.317338888888889,4.401505208333332,3.3585999999999996,5.166
5120,B,PROP,0.92,3.156922222222222,4.417,3.3585999999999996,5.166
5632,B,PROP,0.92,3.156922222222222,4.417,3.3585999999999996,5.166
6656,B,PROP,0.92,3.161783333333333,4.417,3.3585999999999996,5.166
7168,B,PROP,0.92,3.143959259259259,4.417,3.3585999999999996,5.166
8192,B,PROP,0.92,3.01757037037037,4.409708333333334,3.3585999999999996,5.166
8704,B,PROP,0.92,2.968959259259259,4.408796875,3.3585999999999996,5.166
9728,B,PROP,0.92,3.3529870370370367,4.413354166666666,3.3585999999999996,5.166
10240,B,PROP,0.92,3.597662962962963,4.416088541666666,3.3585999999999996,5.166
11264,B,PROP,0.92,3.730533333333333,4.4069739583333325,3.3585999999999996,5.166
11776,B,PROP,0.92,3.701366666666666,4.417,3.3585999999999996,5.166
12800,B,PROP,0.92,3.5814592592592587,4.386921875,3.3585999999999996,5.166
13312,B,PROP,0.92,3.526366666666666,4.369604166666666,3.3585999999999996,5.166
14336,B,PROP,0.92,3.3967370370370364,4.354109374999999,3.3585999999999996,5.166
14848,B,PROP,0.92,3.390255555555555,4.355020833333333,3.3585999999999996,5.166
15872,B,PROP,0.92,3.99932037037037,4.426588541666667,4.1048,5.117
16384,B,PROP,0.92,4.078718518518518,4.425677083333333,4.1048,5.117
17408,B,PROP,0.92,4.162977777777778,4.4275,4.1048,5.117
17920,B,PROP,0.92,4.162977777777778,4.428411458333334,4.1048,5.117
18944,B,PROP,0.92,4.070616666666667,4.426588541666667,4.1048,5.117
19456,B,PROP,0.92,4.009042592592593,4.4275,4.1048,5.117
20480,B,PROP,0.92,3.8664500000000004,4.440260416666667,4.1048,5.117
20992,B,PROP,0.92,3.7676074074074077,4.4347916666666665,4.1048,5.117
22016,B,PROP,0.92,3.6477000000000004,4.414739583333334,4.1048,5.117
22528,B,PROP,0.92,3.641218518518519,4.414739583333334,4.1048,5.117
23552,B,PROP,0.92,3.6136722222222226,4.4028906249999995,4.1048,5.117
24064,B,PROP,0.92,3.610431481481482,4.376458333333333,4.1048,5.117
25088,B,PROP,0.92,3.686588888888889,4.338177083333333,4.1048,5.117
25600,B,PROP,0.92,3.751403703703704,4.324505208333333,4.1048,5.117
26624,B,PROP,0.92,3.5926074074074075,4.318124999999999,4.1048,5.117
27136,B,PROP,0.92,3.6412185185185186,4.321770833333333,4.1048,5.117
28160,B,PROP,0.92,3.5520981481481484,4.340911458333333,4.1048,5.117
28672,B,PROP,0.92,3.5391351851851853,4.353671875,4.1048,5.117
29696,B,PROP,0.92,3.4791814814814814,4.4415,4.1048,5.117
30208,B,PROP,0.92,3.4613574074074074,4.4415,4.1048,5.117
31232,B,PROP,0.92,4.39425,4.225921875,2.5557000000000003,4.2644
31744,B,PROP,0.92,4.400731481481482,4.2450625,2.5557000000000003,4.2644
32768,B,PROP,0.92,4.410453703703704,4.345322916666667,2.5557000000000003,4.2644
33280,B,PROP,0.92,4.408833333333333,4.283343750000001,2.5557000000000003,4.2644
34304,B,PROP,0.92,4.39587037037037,4.210427083333334,2.5557000000000003,4.2644
34816,B,PROP,0.92,4.3764259259259255,4.204046875,2.5557000000000003,4.2644
35840,B,PROP,0.92,4.407212962962963,4.202223958333334,2.5557000000000003,4.2644
36352,B,PROP,0.92,4.4120740740740745,4.219541666666667,2.5557000000000003,4.2644
37376,B,PROP,0.92,4.426657407407408,4.276052083333334,2.5557000000000003,4.2644
37888,B,PROP,0.92,4.444481481481482,4.297927083333334,2.5557000000000003,4.2644
38912,B,PROP,0.92,4.455824074074075,4.355348958333334,2.5557000000000003,4.2644
39424,B,PROP,0.92,4.455824074074075,4.40365625,2.5557000000000003,4.2644
40448,B,PROP,0.92,4.452583333333334,4.511208333333333,2.5557000000000003,4.2644
40960,B,PROP,0.92,4.447722222222223,4.535817708333333,2.5557000000000003,4.2644
41984,B,PROP,0.92,4.462305555555556,4.544020833333333,2.5557000000000003,4.2644
42496,B,PROP,0.92,4.467166666666667,4.538552083333332,2.5557000000000003,4.2644
43520,B,PROP,0.92,4.488231481481482,4.537640624999999,2.5557000000000003,4.2644
44032,B,PROP,0.92,4.488231481481482,4.514854166666666,2.5557000000000003,4.2644
45056,B,PROP,0.92,4.504435185185186,4.494802083333333,2.5557000000000003,4.2644
45568,B,PROP,0.92,4.4930925925925935,4.492979166666666,2.5557000000000003,4.2644
46592,B,PROP,0.92,4.284725925925927,3.845048958333333,1.6674000000000002,3.1962000000000006
47104,B,PROP,0.92,4.29606851851852,3.8559864583333328,1.6674000000000002,3.1962000000000006
48128,B,PROP,0.92,4.294448148148149,3.9006479166666663,1.6674000000000002,3.1962000000000006
48640,B,PROP,0.92,4.305790740740742,3.952601041666666,1.6674000000000002,3.1962000000000006
49664,B,PROP,0.92,4.315512962962964,4.025517708333332,1.6674000000000002,3.1962000000000006
50176,B,PROP,0.92,4.313892592592593,4.044658333333333,1.6674000000000002,3.1962000000000006
51200,B,PROP,0.92,4.313892592592593,4.049215624999999,1.6674000000000002,3.1962000000000006
51712,B,PROP,0.92,4.3171333333333335,4.039189583333332,1.6674000000000002,3.1962000000000006
52736,B,PROP,0.92,4.3171333333333335,4.035543749999999,1.6674000000000002,3.1962000000000006
53248,B,PROP,0.92,4.323614814814815,4.035543749999999,1.6674000000000002,3.1962000000000006
54272,B,PROP,0.92,4.321994444444444,4.033720833333332,1.6674000000000002,3.1962000000000006
54784,B,PROP,0.92,4.317133333333333,4.035543749999999,1.6674000000000002,3.1962000000000006
55808,B,PROP,0.92,4.31065185185185,4.045569791666665,1.6674000000000002,3.1962000000000006
56320,B,PROP,0.92,4.30903148148148,4.051038541666665,1.6674000000000002,3.1962000000000006
57344,B,PROP,0.92,4.291207407407406,4.080205208333332,1.6674000000000002,3.1962000000000006
57856,B,PROP,0.92,4.286346296296294,4.1011687499999985,1.6674000000000002,3.1962000000000006
58880,B,PROP,0.92,4.284725925925923,4.148564583333331,1.6674000000000002,3.1962000000000006
59392,B,PROP,0.92,4.286346296296294,4.174996874999998,1.6674000000000002,3.1962000000000006
60416,B,PROP,0.92,4.31389259259259,4.190491666666665,1.6674000000000002,3.1962000000000006
60928,B,PROP,0.92,4.326855555555553,4.189580208333331,1.6674000000000002,3.1962000000000006
61952,B,PROP,0.92,4.186622222222222,3.46443125,1.4868,2.4513999999999996
62464,B,PROP,0.92,4.193103703703703,3.461696875,1.4868,2.4513999999999996
63488,B,PROP,0.92,4.201205555555555,3.456228125,1.4868,2.4513999999999996
64000,B,PROP,0.92,4.206066666666667,3.450759375,1.4868,2.4513999999999996
65024,B,PROP,0.92,4.235233333333333,3.452582291666667,1.4868,2.4513999999999996
65536,B,PROP,0.92,4.249816666666667,3.456228125,1.4868,2.4513999999999996
66560,B,PROP,0.92,4.275742592592592,3.4680770833333336,1.4868,2.4513999999999996
67072,B,PROP,0.92,4.288705555555555,3.4808375000000003,1.4868,2.4513999999999996
68096,B,PROP,0.92,4.334075925925926,3.504535416666667,1.4868,2.4513999999999996
68608,B,PROP,0.92,4.348659259259259,3.533702083333334,1.4868,2.4513999999999996
69632,B,PROP,0.92,4.376205555555555,3.5619572916666673,1.4868,2.4513999999999996
70144,B,PROP,0.92,4.390788888888888,3.5646916666666675,1.4868,2.4513999999999996
71168,B,PROP,0.92,4.429677777777778,3.571071875000001,1.4868,2.4513999999999996
71680,B,PROP,0.92,4.453983333333333,3.571983333333334,1.4868,2.4513999999999996
72704,B,PROP,0.92,4.504214814814815,3.579275000000001,1.4868,2.4513999999999996
73216,B,PROP,0.92,4.535001851851852,3.577452083333334,1.4868,2.4513999999999996
74240,B,PROP,0.92,4.552825925925926,3.5756291666666673,1.4868,2.4513999999999996
74752,B,PROP,0.92,4.554446296296296,3.5756291666666673,1.4868,2.4513999999999996
75776,B,PROP,0.92,4.557687037037037,3.581097916666667,1.4868,2.4513999999999996
76288,B,PROP,0.92,4.556066666666666,3.5874781250000005,1.4868,2.4513999999999996
77312,B,PROP,0.92,3.7679444444444443,3.3450885416666667,1.0927000000000002,2.1826000000000003
77824,B,PROP,0.92,3.740398148148148,3.3441770833333333,1.0927000000000002,2.1826000000000003
78848,B,PROP,0.92,3.722574074074074,3.341442708333333,1.0927000000000002,2.1826000000000003
79360,B,PROP,0.92,3.711231481481481,3.3350625,1.0927000000000002,2.1826000000000003
80384,B,PROP,0.92,3.622111111111111,3.3286822916666665,1.0927000000000002,2.1826000000000003
80896,B,PROP,0.92,3.5767407407407403,3.327770833333333,1.0927000000000002,2.1826000000000003
81920,B,PROP,0.92,3.5135462962962962,3.319567708333333,1.0927000000000002,2.1826000000000003
82432,B,PROP,0.92,3.489240740740741,3.3186562499999996,1.0927000000000002,2.1826000000000003
83456,B,PROP,0.92,3.4876203703703705,3.3131874999999993,1.0927000000000002,2.1826000000000003
83968,B,PROP,0.92,3.490861111111111,3.3086302083333328,1.0927000000000002,2.1826000000000003
84992,B,PROP,0.92,3.5151666666666666,3.303161458333333,1.0927000000000002,2.1826000000000003
85504,B,PROP,0.92,3.5491944444444443,3.2986041666666663,1.0927000000000002,2.1826000000000003
86528,B,PROP,0.92,3.6318333333333332,3.305895833333333,1.0927000000000002,2.1826000000000003
87040,B,PROP,0.92,3.6545185185185183,3.303161458333333,1.0927000000000002,2.1826000000000003
88064,B,PROP,0.92,3.6820648148148143,3.297692708333333,1.0927000000000002,2.1826000000000003
88576,B,PROP,0.92,3.6820648148148143,3.292223958333333,1.0927000000000002,2.1826000000000003
89600,B,PROP,0.92,3.6820648148148143,3.2849322916666663,1.0927000000000002,2.1826000000000003
90112,B,PROP,0.92,3.6691018518518512,3.2858437499999997,1.0927000000000002,2.1826000000000003
91136,B,PROP,0.92,3.6042870370370363,3.2867552083333327,1.0927000000000002,2.1826000000000003
91648,B,PROP,0.92,3.584842592592592,3.2922239583333326,1.0927000000000002,2.1826000000000003
92672,B,PROP,0.92,4.007305555555555,3.4062729166666665,1.5169000000000001,2.2967
93184,B,PROP,0.92,4.004064814814814,3.4062729166666665,1.5169000000000001,2.2967
94208,B,PROP,0.92,3.9911018518518517,3.4090072916666667,1.5169000000000001,2.2967
94720,B,PROP,0.92,3.9862407407407408,3.4090072916666667,1.5169000000000001,2.2967
95744,B,PROP,0.92,3.983,3.3935125000000004,1.5169000000000001,2.2967
96256,B,PROP,0.92,3.976518518518519,3.365257291666667,1.5169000000000001,2.2967
97280,B,PROP,0.92,3.9748981481481485,3.3205958333333334,1.5169000000000001,2.2967
97792,B,PROP,0.92,3.965175925925926,3.2996322916666667,1.5169000000000001,2.2967
98816,B,PROP,0.92,3.9635555555555557,3.2859604166666667,1.5169000000000001,2.2967
99328,B,PROP,0.92,3.9684166666666667,3.275934375,1.5169000000000001,2.2967
100352,B,PROP,0.92,3.979759259259259,3.2677312499999998,1.5169000000000001,2.2967
100864,B,PROP,0.92,3.9781388888888887,3.271377083333333,1.5169000000000001,2.2967
