pts,frame_type,source,confidence,cx,cy,w,h
1536,P,PROP,0.92,3.14685,3.7909812499999997,0.9303000000000001,2.1833
3072,P,PROP,0.92,3.2003222222222223,3.7900697916666664,0.9303000000000001,2.1833
4608,P,PROP,0.92,3.226248148148148,3.7937156249999995,0.9303000000000001,2.1833
6144,P,PROP,0.92,3.2278685185185183,3.7882468749999996,0.9303000000000001,2.1833
7680,P,PROP,0.92,3.2667574074074075,3.783689583333333,0.9303000000000001,2.1833
9216,P,PROP,0.92,3.3105074074074077,3.779132291666666,0.9303000000000001,2.1833
10752,P,PROP,0.92,3.302405555555556,3.7754864583333325,0.9303000000000001,2.1833
12288,P,PROP,0.92,3.206803703703704,3.7754864583333325,0.9303000000000001,2.1833
13824,P,PROP,0.92,3.167914814814815,3.770929166666666,0.9303000000000001,2.1833
16896,P,PROP,0.92,3.1357666666666666,3.8335354166666664,1.1850999999999996,2.1300999999999997
18432,P,PROP,0.92,3.1438685185185182,3.8390041666666663,1.1850999999999996,2.1300999999999997
19968,P,PROP,0.92,3.1503499999999995,3.8544989583333327,1.1850999999999996,2.1300999999999997
21504,P,PROP,0.92,3.1600722222222215,3.872728124999999,1.1850999999999996,2.1300999999999997
23040,P,PROP,0.92,3.1649333333333325,3.885488541666666,1.1850999999999996,2.1300999999999997
24576,P,PROP,0.92,3.161692592592592,3.8818427083333322,1.1850999999999996,2.1300999999999997
26112,P,PROP,0.92,3.158451851851851,3.8572333333333324,1.1850999999999996,2.1300999999999997
27648,P,PROP,0.92,3.1454888888888886,3.842649999999999,1.1850999999999996,2.1300999999999997
29184,P,PROP,0.92,3.1114611111111103,3.8089260416666657,1.1850999999999996,2.1300999999999997
32256,P,PROP,0.92,3.1923240740740737,3.887471875,1.3278999999999999,2.5298
33792,P,PROP,0.92,3.1826018518518517,3.903878125,1.3278999999999999,2.5298
35328,P,PROP,0.92,3.1923240740740737,3.896586458333333,1.3278999999999999,2.5298
36864,P,PROP,0.92,3.203666666666666,3.874711458333333,1.3278999999999999,2.5298
38400,P,PROP,0.92,3.2020462962962957,3.842810416666666,1.3278999999999999,2.5298
39936,P,PROP,0.92,3.195564814814814,3.7999718749999998,1.3278999999999999,2.5298
41472,P,PROP,0.92,3.2231111111111104,3.8136437499999998,1.3278999999999999,2.5298
43008,P,PROP,0.92,3.2393148148148136,3.8409874999999998,1.3278999999999999,2.5298
44544,P,PROP,0.92,3.274962962962962,3.865596875,1.3278999999999999,2.5298
47616,P,PROP,0.92,3.1484444444444435,3.8596687500000004,1.6925999999999997,3.0821
49152,P,PROP,0.92,3.1371018518518508,3.8131843750000005,1.6925999999999997,3.0821
50688,P,PROP,0.92,3.078768518518517,3.7876635416666673,1.6925999999999997,3.0821
52224,P,PROP,0.92,3.0447407407407394,3.805892708333334,1.6925999999999997,3.0821
53760,P,PROP,0.92,2.994509259259258,3.822298958333334,1.6925999999999997,3.0821
55296,P,PROP,0.92,2.968583333333332,3.838705208333334,1.6925999999999997,3.0821
56832,P,PROP,0.92,2.949138888888888,3.7840177083333337,1.6925999999999997,3.0821
58368,P,PROP,0.92,2.9523796296296285,3.749382291666667,1.6925999999999997,3.0821
59904,P,PROP,0.92,2.963722222222221,3.707455208333334,1.6925999999999997,3.0821
62976,P,PROP,0.92,3.3150703703703703,4.154135416666667,2.2414,4.0516
64512,P,PROP,0.92,3.3507185185185184,4.156869791666667,2.2414,4.0516
66048,P,PROP,0.92,3.4139129629629625,4.177833333333334,2.2414,4.0516
67584,P,PROP,0.92,3.5095148148148145,4.186947916666668,2.2414,4.0516
69120,P,PROP,0.92,3.592153703703703,4.148666666666667,2.2414,4.0516
70656,P,PROP,0.92,3.572709259259259,4.104916666666668,2.2414,4.0516
72192,P,PROP,0.92,3.5159962962962963,4.024708333333335,2.2414,4.0516
73728,P,PROP,0.92,3.5127555555555556,4.015593750000001,2.2414,4.0516
75264,P,PROP,0.92,3.522477777777778,4.051140625000001,2.2414,4.0516
78336,P,PROP,0.92,2.8620148148148146,4.182376041666666,2.1224,4.8223
79872,P,PROP,0.92,2.793959259259259,4.190579166666667,2.1224,4.8223
81408,P,PROP,0.92,2.7064592592592587,4.211542708333334,2.1224,4.8223
82944,P,PROP,0.92,2.6886351851851846,4.2161,2.1224,4.8223
84480,P,PROP,0.92,2.766412962962962,4.203339583333333,2.1224,4.8223
86016,P,PROP,0.92,2.907385185185184,4.196959375,2.1224,4.8223
87552,P,PROP,0.92,2.9090055555555545,4.196959375,2.1224,4.8223
89088,P,PROP,0.92,2.850672222222221,4.206073958333333,2.1224,4.8223
90624,P,PROP,0.92,2.790718518518517,4.179641666666666,2.1224,4.8223
93696,P,PROP,0.92,3.0341759259259264,4.158255208333333,3.1129,4.7802999999999995
95232,P,PROP,0.92,3.037416666666667,4.159166666666667,3.1129,4.7802999999999995
